paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Breaking the Ice: Analyzing Cold Start Latency in vLLM,arxiv:2606.07362,"As scalable inference services become popular, the cold start latency of an inference engine becomes important. Today, vLLM has evolved into the de-facto inference engine of choice for many inference workloads. Although popular, due to its complexity and rapid evolution, there has not been a systematic study on the startup latency of its engine. With major architectural innovations under it (e.g., the V1 API, introduction of torch.compile), in this paper, we present the first detailed performance characterization of vLLM startup latency. We break down the startup process into six foundational steps and demonstrate that this process is predominantly CPU-bound. Each step exhibits consistent and interpretable scaling trends with respect to model- and system-level parameters, enabling fine-grained attribution of latency sources. Building on these insights, we develop a lightweight analytical model that accurately predicts vLLM's startup latency for a given hardware configuration, providing actionable guidance for resource planning in large-scale inference environments. All our benchmarking datasets, analysis tools, and prediction scripts are open-sourced at https://github.com/upb-cn/vllm-startup-profiler",high,B6,primary_assignment,"The abstract describes model loading, initialization, caching, or prewarming as a distinct source of inference startup latency.","It separates startup effects from steady-state execution, which is needed to explain warm-versus-cold episode latency.",true,"Huzaifa Shaaban Kabakibo, Animesh Trivedi, Lin Wang",,arxiv:2606.07362,arxiv:2606.07362,6902957727205386091,cs.LG,q03 | q07 | q13 | q19 | q42,firecrawl research search-papers,false,47,,0.8884494598171035,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2606.07362.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q003.json | b6/raw-retrieval/q007.json | b6/raw-retrieval/q07-synonym-cold.json | b6/raw-retrieval/q13-mechanism-load.json | b6/raw-retrieval/q19-failure-cold.json | b6/raw-retrieval/q42-recent-loading.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
"ARGUS: Production-Scale Tracing and Performance Diagnosis for over 10,000-GPU Clusters",arxiv:2606.20374,"Large-scale LLM training requires always-on, fine-grained observability for effective performance diagnosis at scale. Coarse resource monitors alone cannot localize root causes, and fine-grained profilers incur prohibitive (5%-30%) overheads and massive trace volumes, making always-on deployment impractical in large production clusters. We propose ARGUS, a low-overhead, fine-grained, always-on tracing and real-time analysis system for training workloads in 10,000+ GPU-scale production clusters. ARGUS decomposes observation along the training call hierarchy into CPU call stacks, framework semantics, and GPU kernel execution, with always-on collection under a combined overhead of less than 2%. It builds a unified data pipeline and compresses raw kernel events by approximately 3,700x from 10 MB to 2.7 KB per rank per step. Its progressive diagnosis framework automatically isolates anomalous windows, straggler ranks, and degraded kernels through iteration-time, phase-level, and kernel-level analysis. Deployed for over six months on a 10,000+ GPU production cluster, ARGUS has supported continuous fail-slow detection and performance optimization. Our case studies further demonstrate its effectiveness across representative anomalies, including compute stragglers, link degradation, pipeline-bubble amplification, FlashAttention JIT stalls, and compute stragglers masked by communication symptoms.",high,B6,primary_assignment,"The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,true,"Jiasheng Zhou, Longbin Zeng, Clavis Chen, Ruiming Lu, Qinwei Yang, Leyi Ye, Ray Ying, Key Zhang",,arxiv:2606.20374,arxiv:2606.20374,924788453206217337,cs.DC,q17 | q28 | q45,firecrawl research search-papers,false,29,,0.8670357598021706,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2606.20374.json,true,inspect-arxiv_2606.20374.json,triaged,primary_assignment,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q13-causal-profiling.json | b3/raw-q21-ebpf.json | b3/raw-q22-gpu-inference.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q17-mechanism-trace.json | b6/raw-retrieval/q28-adjacent-hpc.json | b6/raw-retrieval/q45-recent-profiling.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Adaptive Inference Batching using Policy Gradients,arxiv:2607.05272,"Inference serving systems must balance throughput and latency under bursty, heterogeneous workloads, yet the industry standard remains static batching policies that require manual tuning and cannot adapt to shifting traffic. We investigate whether reinforcement learning (RL) can learn adaptive batching and routing policies that outperform these heuristics, training REINFORCE and PPO agents on a discrete-event simulator validated against queuing theory and production traces (Azure Functions, BurstGPT). We formulate the problem as an MDP over queue state, request type and GPU availability, evaluating across standard Poisson traffic, extreme bursts, real-world traces and heterogeneous multi-GPU routing. Our central finding is a clear boundary condition for RL's value in systems problems. In single-GPU settings, a well-tuned static batching policy is already near-optimal under Poisson-like arrivals and RL offers only marginal gains (+0.1% to +1.0%). In multi-GPU heterogeneous routing, however, where fast and slow requests compete for shared resources, the agent discovers a workload-segregation policy that eliminates Head-of-Line blocking, yielding a 3.5x (348%) improvement over Round-Robin and a 48% improvement over the strongest heuristic baseline (Shortest-Queue), with 60% higher throughput and 25% lower latency while respecting SLA constraints. The policy generalizes to unseen bursty and real-world traffic despite training only on synthetic Poisson arrivals and an attention-augmented policy network converges roughly 20% faster than an MLP baseline. These results suggest RL's advantage over engineered heuristics concentrates in combinatorial, multi-resource decisions rather than single-resource temporal scheduling, a practical distinction for deciding where learned policies justify their engineering cost in production inference infrastructure.",high,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,Ruslan Sharifullin,,arxiv:2607.05272,arxiv:2607.05272,3139187794791879128,cs.LG | cs.AI | cs.DC | cs.PF,q01 | q02 | q05 | q06 | q11 | q23 | q32 | q39 | q41,firecrawl research search-papers,false,7,,0.9652765704666424,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2607.05272.json,true,,triaged,primary_assignment,b3/raw-q22-gpu-inference.json | b3/registry.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q01-direct-serving.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q11-mechanism-decomp.json | b6/raw-retrieval/q23-failure-tradeoff.json | b6/raw-retrieval/q32-foundational-serving.json | b6/raw-retrieval/q39-foundational-triton.json | b6/raw-retrieval/q41-recent-serving.json | b6/read-evidence-manifest.jsonl | b6/read-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
LLMVisor: A Real-Time Latency Attribution Model for Multi-Tenant LLM Serving,arxiv:2608.08382,"As LLM inference shifts to multi-tenant GPU clusters, co-batching improves throughput but obscures per-tenant usage and limits control. Enabling fractional sharing of the inference engine requires a real-time, per-request attribution primitive that is accurate and light enough to run inside the scheduling loop. We present LLMVisor, a roofline-guided latency attribution model that captures the memory-bound and compute-bound phases via a concise piecewise-linear form over features proportional to FLOPs and memory I/O traffic. LLMVisor decomposes batch latency into additive, per-request shares and runs efficiently at microsecond scale. We evaluate LLMVisor across Llama 3.1-8B and Qwen 2.5-14B/32B on A100/H100 GPUs under varying tensor parallelism and workload mixes. Compared to a token-count baseline, LLMVisor attains near-perfect R-squared and reduces relative error by up to 2.5x and 3.3x at p90 and p99, respectively, for prefill, and by up to 3.5x and 4.4x for decode, despite batching variability and sequence divergence.",high,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,"Shuowei Jin, Xueshen Liu, Jiaxin Shan, Le Xu, Tieying Zhang, Liguang Xie, Z. Morley Mao",2026,arxiv:2608.08382,arxiv:2608.08382,5453530192104496224,cs.AI | cs.DC,q01 | q02 | q03 | q05 | q07 | q11 | q12 | q41 | q46,firecrawl research search-papers,false,32,,0.9300527553067827,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2608.08382.json,true,true,triaged,primary_assignment,b3/raw-q22-gpu-inference.json | b3/raw-q40-recent-llm.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q07-variance-decomposition-end-to-end.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b4/raw-retrieval/q16-multi-tenant-GPU-contention.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q003.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q007.json | b6/raw-retrieval/q03-direct-realtime.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q11-mechanism-decomp.json | b6/raw-retrieval/q12-mechanism-kernel.json | b6/raw-retrieval/q41-recent-serving.json | b6/raw-retrieval/q46-recent-multimodal.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
TELLER: Non-intrusive Cross-Layer Root-Cause Analysis for LLM Inference,doi:10.1145/3832783.3837440,"Large language model (LLM) inference has evolved from an offline workload into a continuously operated software service, yet root-cause analysis remains difficult because a single request spans the inference engine, Python/C++ backend, host CUDA APIs, GPU kernels, and distributed communication. Existing profilers expose raw timelines, while log-based diagnosis often misses cross-layer execution semantics and request-level structure. We present TELLER, a non-intrusive Trace- and Log-aware LLM inference Root-cause analysis framework. TELLER first collects NVTX/CUPTI traces and service logs without modifying model binaries, then reconstructs per-request call-chain trees and aligns log lines with the corresponding execution steps. We introduce a dependency-aware causal-context slice that preserves parent-child structure, temporal order, and communication relations, and a Trace Pair Encoding (TPE) tokenizer that compresses such slices into compact structural token sequences with parent, depth, and duration attributes. On top of these representations, TELLER combines numeric candidate localization with a multimodal root-cause model that jointly predicts abnormal steps, localizes suspicious operators, and generates natural-language explanations. Experiments on multi-node GPU inference workloads show a clear compression-accuracy trade-off: a moderate TPE vocabulary reduces per-step trace length by more than 80% while achieving the best overall performance on both horizontal (cross-node communication) and vertical (within-node execution stack) views, whereas more aggressive compression substantially degrades diagnosis quality. Further analyses under low-fault priors, strengthened baselines, modality ablations, explanation-quality checks, and tracing overhead show that TELLER provides a practical triage and evidence-localization substrate for LLM inference RCA.",high,B6,primary_assignment,"The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,true,"Ruilin Xu, Junyi Li, Pengfei Chen, Zongxuan Xie",,arxiv:2608.01975 | doi:10.1145/3832783.3837440,arxiv:2608.01975,4288321889768320313,cs.SE | cs.CL | cs.LG | cs.PF,q17,firecrawl research search-papers,false,40,,0.8596637505099167,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\doi_10.1145_3832783.3837440.json,true,,triaged,primary_assignment,b1/canonical-registry.jsonl | b3/registry.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q17-mechanism-trace.json | b6/read-evidence-manifest.jsonl | b7/canonical-registry.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Going Deeper with Convolutions,arxiv:1409.4842,"We propose a deep convolutional neural network architecture codenamed ""Inception"", which was responsible for setting the new state of the art for classification and detection in the ImageNet Large-Scale Visual Recognition Challenge 2014 (ILSVRC 2014). The main hallmark of this architecture is the improved utilization of the computing resources inside the network. This was achieved by a carefully crafted design that allows for increasing the depth and width of the network while keeping the computational budget constant. To optimize quality, the architectural decisions were based on the Hebbian principle and the intuition of multi-scale processing. One particular incarnation used in our submission for ILSVRC 2014 is called GoogLeNet, a 22 layers deep network, the quality of which is assessed in the context of classification and detection.",medium,B6,expansion_round_1,"The abstract describes resource contention, sharing, or isolation as a cause of inference performance variability.",It helps distinguish accelerator interference from intrinsic model latency.,false,,,,arxiv:1409.4842,7136509995518105801,,,,,,,0.02190827190827191,B6,,,,,,triaged,expansion_round_1,b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl,b6/expansion/expansion-triage.jsonl,complete,1
Rethinking the Inception Architecture for Computer Vision,arxiv:1512.00567,"Convolutional networks are at the core of most state-of-the-art computer vision solutions for a wide variety of tasks. Since 2014 very deep convolutional networks started to become mainstream, yielding substantial gains in various benchmarks. Although increased model size and computational cost tend to translate to immediate quality gains for most tasks (as long as enough labeled data is provided for training), computational efficiency and low parameter count are still enabling factors for various use cases such as mobile vision and big-data scenarios. Here we explore ways to scale up networks in ways that aim at utilizing the added computation as efficiently as possible by suitably factorized convolutions and aggressive regularization. We benchmark our methods on the ILSVRC 2012 classification challenge validation set demonstrate substantial gains over the state of the art: 21.2% top-1 and 5.6% top-5 error for single frame evaluation using a network with a computational cost of 5 billion multiply-adds per inference and with using less than 25 million parameters. With an ensemble of 4 models and multi-crop evaluation, we report 3.5% top-5 error on the validation set (3.6% error on the test set) and 17.3% top-1 error on the validation set.",medium,B6,expansion_round_1,The abstract presents a serving or accelerator mechanism relevant to runtime latency attribution.,It is a relevant adjacent mechanism for B6 evidence synthesis.,false,,,,arxiv:1512.00567,1897827095749343130,,,,,,,0.021739130434782608,B6,,,,,,triaged,expansion_round_1,b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl,b6/expansion/expansion-triage.jsonl,complete,1
Densely Connected Convolutional Networks,arxiv:1608.06993,"Recent work has shown that convolutional networks can be substantially deeper, more accurate, and efficient to train if they contain shorter connections between layers close to the input and those close to the output. In this paper, we embrace this observation and introduce the Dense Convolutional Network (DenseNet), which connects each layer to every other layer in a feed-forward fashion. Whereas traditional convolutional networks with L layers have L connections - one between each layer and its subsequent layer - our network has L(L+1)/2 direct connections. For each layer, the feature-maps of all preceding layers are used as inputs, and its own feature-maps are used as inputs into all subsequent layers. DenseNets have several compelling advantages: they alleviate the vanishing-gradient problem, strengthen feature propagation, encourage feature reuse, and substantially reduce the number of parameters. We evaluate our proposed architecture on four highly competitive object recognition benchmark tasks (CIFAR-10, CIFAR-100, SVHN, and ImageNet). DenseNets obtain significant improvements over the state-of-the-art on most of them, whilst requiring less computation to achieve high performance. Code and pre-trained models are available at https://github.com/liuzhuang13/DenseNet .",medium,B6,expansion_round_1,The abstract presents a serving or accelerator mechanism relevant to runtime latency attribution.,It is a relevant adjacent mechanism for B6 evidence synthesis.,false,,,,arxiv:1608.06993,3920502752604339773,,,,,,,0.021704903283850652,B6,,,,,,triaged,expansion_round_1,b6/expansion/expansion-registry.jsonl | b6/expansion/inspection-manifest.jsonl,b6/expansion/expansion-triage.jsonl,complete,1
Clipper: A Low-Latency Online Prediction Serving System,arxiv:1612.03079,"Machine learning is being deployed in a growing number of applications which demand real-time, accurate, and robust predictions under heavy query load. However, most machine learning frameworks and systems only address model training and not deployment. In this paper, we introduce Clipper, a general-purpose low-latency prediction serving system. Interposing between end-user applications and a wide range of machine learning frameworks, Clipper introduces a modular architecture to simplify model deployment across frameworks and applications. Furthermore, by introducing caching, batching, and adaptive model selection techniques, Clipper reduces prediction latency and improves prediction throughput, accuracy, and robustness without modifying the underlying machine learning frameworks. We evaluate Clipper on four common machine learning benchmark datasets and demonstrate its ability to meet the latency, accuracy, and throughput demands of online serving applications. Finally, we compare Clipper to the TensorFlow Serving system and demonstrate that we are able to achieve comparable throughput and latency while enabling model composition and online learning to improve accuracy and render more robust predictions.",medium,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,"Daniel Crankshaw, Xin Wang, Giulio Zhou, Michael J. Franklin, Joseph E. Gonzalez, Ion Stoica",,arxiv:1612.03079,arxiv:1612.03079,7448285211095447456,cs.DC | cs.LG,q34,firecrawl research search-papers,true,60,,0.8138161720984914,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_1612.03079.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q34-foundational-clipper.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Serving deep learning models in a serverless platform,arxiv:1710.08460,"Serverless computing has emerged as a compelling paradigm for the development and deployment of a wide range of event based cloud applications. At the same time, cloud providers and enterprise companies are heavily adopting machine learning and Artificial Intelligence to either differentiate themselves, or provide their customers with value added services. In this work we evaluate the suitability of a serverless computing environment for the inferencing of large neural network models. Our experimental evaluations are executed on the AWS Lambda environment using the MxNet deep learning framework. Our experimental results show that while the inferencing latency can be within an acceptable range, longer delays due to cold starts can skew the latency distribution and hence risk violating more stringent SLAs.",medium,B6,primary_assignment,"The abstract describes model loading, initialization, caching, or prewarming as a distinct source of inference startup latency.","It separates startup effects from steady-state execution, which is needed to explain warm-versus-cold episode latency.",true,"Vatche Ishakian, Vinod Muthusamy, Aleksander Slominski",,arxiv:1710.08460,arxiv:1710.08460,3035311076376865872,cs.DC,q29 | q38,firecrawl research search-papers,false,34,114.21,0.8821032633929808,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_1710.08460.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q29-adjacent-serverless.json | b6/raw-retrieval/q38-foundational-infaas.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
"TensorFlow-Serving: Flexible, High-Performance ML Serving",arxiv:1712.06139,"We describe TensorFlow-Serving, a system to serve machine learning models inside Google which is also available in the cloud and via open-source. It is extremely flexible in terms of the types of ML platforms it supports, and ways to integrate with systems that convey new models and updated versions from training to serving. At the same time, the core code paths around model lookup and inference have been carefully optimized to avoid performance pitfalls observed in naive implementations. Google uses it in many production deployments, including a multi-tenant model hosting service called TFSÂ².",medium,B6,primary_assignment,"The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.",It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.,false,,,arxiv:1712.06139,arxiv:1712.06139,5661658623002396161,,q34,firecrawl research search-papers,true,61,,0.541893736370524,B6,Firecrawl Research search-papers abstract; full text not assumed,,,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/expansion/expansion-registry.jsonl | b6/raw-retrieval/q34-foundational-clipper.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
TrIMS: Transparent and Isolated Model Sharing for Low Latency Deep LearningInference in Function as a Service Environments,arxiv:1811.09732,"Deep neural networks (DNNs) have become core computation components within low latency Function as a Service (FaaS) prediction pipelines: including image recognition, object detection, natural language processing, speech synthesis, and personalized recommendation pipelines. Cloud computing, as the de-facto backbone of modern computing infrastructure for both enterprise and consumer applications, has to be able to handle user-defined pipelines of diverse DNN inference workloads while maintaining isolation and latency guarantees, and minimizing resource waste. The current solution for guaranteeing isolation within FaaS is suboptimal -- suffering from ""cold start"" latency. A major cause of such inefficiency is the need to move large amount of model data within and across servers. We propose TrIMS as a novel solution to address these issues. Our proposed solution consists of a persistent model store across the GPU, CPU, local storage, and cloud storage hierarchy, an efficient resource management layer that provides isolation, and a succinct set of application APIs and container technologies for easy and transparent integration with FaaS, Deep Learning (DL) frameworks, and user code. We demonstrate our solution by interfacing TrIMS with the Apache MXNet framework and demonstrate up to 24x speedup in latency for image classification models and up to 210x speedup for large models. We achieve up to 8x system throughput improvement.",medium,B6,primary_assignment,"The abstract describes model loading, initialization, caching, or prewarming as a distinct source of inference startup latency.","It separates startup effects from steady-state execution, which is needed to explain warm-versus-cold episode latency.",true,"Abdul Dakkak, Cheng Li, Simon Garcia de Gonzalo, Jinjun Xiong, Wen-mei Hwu",,arxiv:1811.09732,arxiv:1811.09732,8851124539091948997,cs.DC | cs.LG,q07 | q13 | q19 | q29 | q38,firecrawl research search-papers,false,57,,0.8896822953007268,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_1811.09732.json,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q007.json | b6/raw-retrieval/q07-synonym-cold.json | b6/raw-retrieval/q13-mechanism-load.json | b6/raw-retrieval/q19-failure-cold.json | b6/raw-retrieval/q29-adjacent-serverless.json | b6/raw-retrieval/q38-foundational-infaas.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
InferLine: ML Prediction Pipeline Provisioning and Management for Tight Latency Objectives,arxiv:1812.01776,"Serving ML prediction pipelines spanning multiple models and hardware accelerators is a key challenge in production machine learning. Optimally configuring these pipelines to meet tight end-to-end latency goals is complicated by the interaction between model batch size, the choice of hardware accelerator, and variation in the query arrival process. In this paper we introduce InferLine, a system which provisions and manages the individual stages of prediction pipelines to meet end-to-end tail latency constraints while minimizing cost. InferLine consists of a low-frequency combinatorial planner and a high-frequency auto-scaling tuner. The low-frequency planner leverages stage-wise profiling, discrete event simulation, and constrained combinatorial search to automatically select hardware type, replication, and batching parameters for each stage in the pipeline. The high-frequency tuner uses network calculus to auto-scale each stage to meet tail latency goals in response to changes in the query arrival process. We demonstrate that InferLine outperforms existing approaches by up to 7.6x in cost while achieving up to 34.5x lower latency SLO miss rate on realistic workloads and generalizes across state-of-the-art model serving frameworks.",medium,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,"Daniel Crankshaw, Gur-Eyal Sela, Corey Zumar, Xiangxi Mo, Joseph E. Gonzalez, Ion Stoica, Alexey Tumanov",2020,arxiv:1812.01776,arxiv:1812.01776,1045061837287933572,cs.DC,q01 | q02 | q05 | q06 | q08 | q10 | q11 | q34,firecrawl research search-papers,false,59,,0.9399133498259924,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_1812.01776.json,true,true,triaged,primary_assignment,b3/raw-q02-critical-path.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q07-variance-decomposition-end-to-end.json | b4/raw-retrieval/q14-real-time-DNN-inference.json | b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q001.json | b6/raw-retrieval/q002.json | b6/raw-retrieval/q005.json | b6/raw-retrieval/q006.json | b6/raw-retrieval/q008.json | b6/raw-retrieval/q01-direct-serving.json | b6/raw-retrieval/q010.json | b6/raw-retrieval/q02-direct-robot.json | b6/raw-retrieval/q05-direct-embodied.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q10-synonym-deadline.json | b6/raw-retrieval/q11-mechanism-decomp.json | b6/raw-retrieval/q34-foundational-clipper.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
