paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Spatiotemporal Calibration of Camera and 3D Laser Scanner,arxiv:2006.16081,"The multi-sensory setups consisting of the laser scanners and cameras are popular as the measurements complement each other and provide necessary robustness for applications. Under dynamic conditions or when in motion, a direct transformation (spatial calibration) and time offset between sensors (temporal calibration) is needed to determine the correspondence between measurements. We propose an open-source spatiotemporal calibration framework for a camera and a 3D laser scanner. Our solution is based on commonly available chessboard markers requiring one-minute calibration before the operation that offers accurate and repeatable results. The framework is based on batch optimization of point-to-plane constraints with a time offset calibration possible by a novel continuous representation of the plane equations based on a minimal representation in the Lie algebra and the use of B-splines. The framework's properties are evaluated in simulation while correctness is verified with two distinct sensory setups with Velodyne VLP-16 and SICK MRS6124 3D laser scanners.",medium,B8,expansion_round_1,Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",true,,2020,arxiv:2006.16081 | 4069800463177077041 | 2006.16081,arxiv:2006.16081,4069800463177077041,,,,,,,0.020007621951219513,B8,,,,,,triaged,expansion_round_1,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl,complete,1
Deep Learning for Anomaly Detection: A Review,arxiv:2007.02500,"Anomaly detection, a.k.a. outlier detection or novelty detection, has been a lasting yet active research area in various research communities for several decades. There are still some unique problem complexities and challenges that require advanced approaches. In recent years, deep learning enabled anomaly detection, i.e., deep anomaly detection, has emerged as a critical direction. This paper surveys the research of deep anomaly detection with a comprehensive taxonomy, covering advancements in three high-level categories and 11 fine-grained categories of the methods. We review their key intuitions, objective functions, underlying assumptions, advantages and disadvantages, and discuss how they address the aforementioned challenges. We further discuss a set of possible future opportunities and new perspectives on addressing the challenges.",low,B8,expansion_round_1,Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,It is retained for deduplication and audit but is not a priority addition.,false,,,arxiv:2007.02500,arxiv:2007.02500,191101378674569589,,,,,,,0.018910913647755753,B8,,,,,,triaged,expansion_round_1,b8/expansion-registry.json,b8/expansion-triage.jsonl,complete,1
The FORA Fog Computing Platform for Industrial IoT,arxiv:2007.02696,"Industry 4.0 will only become a reality through the convergence of Operational and Information Technologies (OT & IT), which use different computation and communication technologies. Cloud Computing cannot be used for OT involving industrial applications, since it cannot guar-antee stringent non-functional requirements, e.g., dependability, trustworthiness and timeliness. Instead, a new computing paradigm, called Fog Computing, is envisioned as an architectural means to realize the IT/OT convergence. In this paper we propose a Fog Computing Platform (FCP) reference architecture targeting Industrial IoT applications. The FCP is based on: deter-ministic virtualization that reduces the effort required for safety and security assurance; middle-ware for supporting both critical control and dynamic Fog applications; deterministic networking and interoperability, using open standards such as IEEE 802.1 Time-Sensitive Networking (TSN) and OPC Unified Architecture (OPC UA); mechanisms for resource management and or-chestration; and services for security, fault tolerance and distributed machine learning. We pro-pose a methodology for the definition and the evaluation of the reference architecture. We use the Architecture Analysis Design Language (AADL) to model the FCP reference architecture, and a set of industrial use cases to evaluate its suitability for the Industrial IoT area.",medium,B7,primary_assignment,"Combines deterministic virtualization, TSN, OPC UA, resource management, fault tolerance, and orchestration in an industrial fog architecture.","The layered OT/IT observability boundary transfers to robot deployments spanning drivers, edge nodes, and cloud services.",true,,,arxiv:2007.02696,arxiv:2007.02696,7581085054973634995,,,,,26,94.119,0.8011902345197747,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,primary_assignment,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q27-adjacent-industrial.json,b7/abstract-triage.jsonl,complete,1
Optimizing Prediction Serving on Low-Latency Serverless Dataflow,arxiv:2007.05832,"Prediction serving systems are designed to provide large volumes of low-latency inferences machine learning models. These systems mix data processing and computationally intensive model inference and benefit from multiple heterogeneous processors and distributed computing resources. In this paper, we argue that a familiar dataflow API is well-suited to this latency-sensitive task, and amenable to optimization even with unmodified black-box ML models. We present the design of Cloudflow, a system that provides this API and realizes it on an autoscaling serverless backend. Cloudflow transparently implements performance-critical optimizations including operator fusion and competitive execution. Our evaluation shows that Cloudflow's optimizations yield significant performance improvements on synthetic workloads and that Cloudflow outperforms state-of-the-art prediction serving systems by as much as 2x on real-world prediction pipelines, meeting latency goals of demanding applications like real-time video analysis.",medium,B6,primary_assignment,"The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,false,,,arxiv:2007.05832,arxiv:2007.05832,8287527693040434676,,q34 | q38,firecrawl research search-papers,true,65,,0.9214707595496857,B6,Firecrawl Research search-papers abstract; full text not assumed,,,true,,triaged,primary_assignment,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q34-foundational-clipper.json | b6/raw-retrieval/q38-foundational-infaas.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
"Unmanned Aerial Vehicles in Smart Agriculture: Applications, Requirements and Challenges",arxiv:2007.12874,"In the next few years, smart farming will reach each and every nook of the world. The prospects of using unmanned aerial vehicles (UAV) for smart farming are immense. However, the cost and the ease in controlling UAVs for smart farming might play an important role for motivating farmers to use UAVs in farming. Mostly, UAVs are controlled by remote controllers using radio waves. There are several technologies such as WiFi or ZigBee that are also used for controlling UAVs. However, Smart Bluetooth (also referred to as Bluetooth Low Energy) is a wireless technology used to transfer data over short distances. Bluetooth smart is cheaper than other technologies and has the advantage of being available on every smart phone. Farmers can use any smart phone to operate their respective UAVs along with Bluetooth Smart enabled agricultural sensors in the future. However, certain requirements and challenges need to be addressed before UAVs can be operated for smart agriculture-related applications. Hence, in this article, an attempt has been made to explore the types of sensors suitable for smart farming, potential requirements and challenges for operating UAVs in smart agriculture. We have also identified the future applications of using UAVs in smart farming.",low,B8,expansion_round_1,Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,It is retained for deduplication and audit but is not a priority addition.,false,,,arxiv:2007.12874,arxiv:2007.12874,2932578677191023278,,,,,,,0.02113655325855196,B8,,,,,,triaged,expansion_round_1,b8/expansion-registry.json,b8/expansion-triage.jsonl,complete,1
Efficient Two-Layered Monitor for Partially Synchronous Distributed Systems (Technical Report),arxiv:2007.13030,"Monitoring distributed systems to ensure their correctness is a challenging and expensive but essential problem. It is challenging because while execution of a distributed system creates a partial order among events, the monitor will typically observe only one serialization of that partial order. This means that even if the observed serialization is consistent with the system specifications, the monitor cannot assume that the system is correct because some other unobserved serialization can be inconsistent with the system specifications. Existing solutions that guarantee identification of all such unobserved violations require some combination of lots of time and large clocks, e.g. O(n) sized Vector Clocks. We present a new, efficient two-layered monitoring approach that overcomes both the time and space limitations of earlier monitors. The first layer is imprecise but efficient and the second layer is precise but (relatively) inefficient. We show that the combination of these two layers reduces the cost of monitoring by 85-95%. Furthermore, the two-layered monitor permits the use of O(1) sized Hybrid Logical Clocks.",high,B1,primary_assignment,A cheap imprecise monitor filters events before a precise second layer checks possible unobserved violations using compact HLCs.,,true,"Vidhya Tekken Valapil, Sandeep Kulkarni, Eric Torng, Gabe Appleton",2020,arxiv:2007.13030,arxiv:2007.13030,3398775966329218087,,27-unobserved | 34-vector-clocks,,,22,,0.8655880773740734,B1,true,inspect-arxiv_2007.13030.json,,,inspect-arxiv_2007.13030.json,triaged,primary_assignment,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b3/raw-q27-unobserved.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl,complete,2
On Packet Reordering in Time-Sensitive Networks,arxiv:2008.03075,"Time-sensitive networks (IEEE TSN or IETF DetNet) may tolerate some packet reordering. Re-sequencing buffers are then used to provide in-order delivery, the parameters of which (timeout, buffer size) may affect worst-case delay and delay jitter. There is so far no precise understanding of per-flow reordering metrics nor of the dimensioning of re-sequencing buffers in order to provide worst-case guarantees, as required in such networks. First, we show that a previously proposed per-flow metric, reordering late time offset (RTO), determines the timeout value. If the network is lossless, another",medium,B4,primary_assignment,jitter and timing variation; queueing and buffering; network/transport transfer,Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,true,Ehsan Mohammadpour; Jean-Yves Le Boudec,2021,arxiv:2008.03075,arxiv:2008.03075,arxiv:2008.03075,cs.NI,q23-networked-control-systems.json,,,76,,0.8684702192881005,B4,Firecrawl Research search-papers abstract; full text not assumed,076-arxiv_2008.03075.json,,,true,triaged,primary_assignment,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q23-networked-control-systems.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q12-syn-pubsub.json | b5/raw-retrieval/q31-adj-tsn.json,b4/abstract-triage.jsonl,complete,1
FIRM: An Intelligent Fine-Grained Resource Management Framework for SLO-Oriented Microservices,arxiv:2008.08509,"Modern user-facing latency-sensitive web services include numerous distributed, intercommunicating microservices that promise to simplify software development and operation. However, multiplexing of compute resources across microservices is still challenging in production because contention for shared resources can cause latency spikes that violate the service-level objectives (SLOs) of user requests. This paper presents FIRM, an intelligent fine-grained resource management framework for predictable sharing of resources across microservices to drive up overall utilization. FIRM leverages onlin",high,B4,expansion_round_1,tail; contention,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,2020,arxiv:2008.08509,arxiv:2008.08509,2115619635815627513,,12-variance,firecrawl research search-papers,,589,14.80528693435329,0.03225806451612903,B4,,,,,,triaged,expansion_round_1,b3/expansion-registry.json | b3/raw-q12-variance.json | b3/registry.json | b4/expansion/expansion-followup-manifest.jsonl | b4/raw-retrieval/q18-load-shedding-backpressure.json | b8/canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/adjacent-05.json,b4/expansion/expansion-followup-triage.jsonl,complete,1
FIRM: An Intelligent Fine-Grained Resource Management Framework for SLO-Oriented Microservices,arxiv:2008.08509,"Modern user-facing latency-sensitive web services include numerous distributed, intercommunicating microservices that promise to simplify software development and operation. However, multiplexing of compute resources across microservices is still challenging in production because contention for shared resources can cause latency spikes that violate the service-level objectives (SLOs) of user requests. This paper presents FIRM, an intelligent fine-grained resource management framework for predictable sharing of resources across microservices to drive up overall utilization. FIRM leverages online telemetry data and machine-learning methods to adaptively (a) detect/localize microservices that cause SLO violations, (b) identify low-level resources in contention, and (c) take actions to mitigate SLO violations via dynamic reprovisioning. Experiments across four microservice benchmarks demonstrate that FIRM reduces SLO violations by up to 16x while reducing the overall requested CPU limit by up to 62%. Moreover, FIRM improves performance predictability by reducing tail latencies by up to 11x.",medium,B8,expansion_round_1,Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",true,,2020,arxiv:2008.08509,arxiv:2008.08509,2115619635815627513,,microservices distributed tracing tail latency critical path fault localization chaos experiments,firecrawl research search-papers,,589,14.80528693435329,0.780528693435329,B8,,,,,,triaged,expansion_round_1,b3/expansion-registry.json | b3/raw-q12-variance.json | b3/registry.json | b4/expansion/expansion-followup-manifest.jsonl | b4/raw-retrieval/q18-load-shedding-backpressure.json | b8/canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/adjacent-05.json,b8/expansion-triage.jsonl,complete,1
Quantifying the Latency and Possible Throughput of External Interrupts on Cyber-Physical Systems,arxiv:2009.00506,"An important characteristic of cyber-physical systems is their capability to respond, in-time, to events from their physical environment. However, to the best of our knowledge there exists no benchmark for assessing and comparing the interrupt handling performance of different software stacks. Hence, we present a flexible evaluation method for measuring the interrupt latency and throughput on ARMv8-A based platforms. We define and validate seven test-cases that stress individual parts of the overall process and combine them to three benchmark functions that provoke the minimal and maximal interrupt latency, and maximal interrupt throughput.",high,B7,primary_assignment,Defines benchmark cases that isolate minimum/maximum interrupt latency and maximum throughput on ARMv8-A platforms.,It gives a reusable measurement harness for the physical-event-to-software-callback boundary.,true,,,arxiv:2009.00506,arxiv:2009.00506,1167196036977799787,,,,,71,82.077,0.740774899182154,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,primary_assignment,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q29-adjacent-embedded.json,b7/abstract-triage.jsonl,complete,1
RackSched: A Microsecond-Scale Scheduler for Rack-Scale Computers (Technical Report),arxiv:2010.05969,"Low-latency online services have strict Service Level Objectives (SLOs) that require datacenter systems to support high throughput at microsecond-scale tail latency. Dataplane operating systems have been designed to scale up multi-core servers with minimal overhead for such SLOs. However, as application demands continue to increase, scaling up is not enough, and serving larger demands requires these systems to scale out to multiple servers in a rack. We present RackSched, the first rack-level microsecond-scale scheduler that provides the abstraction of a rack-scale computer (i.e., a huge serve",medium,B4,primary_assignment,tail/percentile behavior; scheduling/deadline policy; stage-wise latency attribution,Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,true,Hang Zhu; Kostis Kaffes; Zixu Chen; Zhenming Liu; Christos Kozyrakis; Ion Stoica; Xin Jin,2020,arxiv:2010.05969,arxiv:2010.05969,arxiv:2010.05969,cs.DC,q08-tail-latency-distributed.json,,,53,,,B4,,053-arxiv_2010.05969.json,,,true,triaged,primary_assignment,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q08-tail-latency-distributed.json,b4/abstract-triage.jsonl,complete,1
Scenic: A Language for Scenario Specification and Data Generation,arxiv:2010.06580,"We propose a new probabilistic programming language for the design and analysis of cyber-physical systems, especially those based on machine learning. Specifically, we consider the problems of training a system to be robust to rare events, testing its performance under different conditions, and debugging failures. We show how a probabilistic programming language can help address these problems by specifying distributions encoding interesting types of inputs, then sampling these to generate specialized training and test data. More generally, such languages can be used to write environment models, an essential prerequisite to any formal analysis. In this paper, we focus on systems like autonomous cars and robots, whose environment at any point in time is a 'scene', a configuration of physical objects and agents. We design a domain-specific language, Scenic, for describing scenarios that are distributions over scenes and the behaviors of their agents over time. As a probabilistic programming language, Scenic allows assigning distributions to features of the scene, as well as declaratively imposing hard and soft constraints over the scene. We develop specialized techniques for sampling from the resulting distribution, taking advantage of the structure provided by Scenic's domain-specific syntax. Finally, we apply Scenic in a case study on a convolutional neural network designed to detect cars in road images, improving its performance beyond that achieved by state-of-the-art synthetic data generation methods.",medium,B8,expansion_round_1,Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",true,,2020,arxiv:2010.06580 | 5696522870327739321 | 2010.06580,arxiv:2010.06580,5696522870327739321,,,,,,,0.02042016806722689,B8,,,,,,triaged,expansion_round_1,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl,complete,1
"Distributed control under compromised measurements:Resilient estimation, attack detection, and vehicle platooning",arxiv:2010.09661,"We study how to design a secure observer-based distributed controller such that a group of vehicles can achieve accurate state estimates and formation control even if the measurements of a subset of vehicle sensors are compromised by a malicious attacker. We propose an architecture consisting of a resilient observer, an attack detector, and an observer-based distributed controller. The distributed detector is able to update three sets of vehicle sensors: the ones surely under attack, surely attack-free, and suspected to be under attack. The adaptive observer saturates the measurement innovation through a preset static or time-varying threshold, such that the potentially compromised measurements have limited influence on the estimation. Essential properties of the proposed architecture include: 1) The detector is fault-free, and the attacked and attack-free vehicle sensors can be identified in finite time; 2) The observer guarantees both real-time error bounds and asymptotic error bounds, with tighter bounds when more attacked or attack-free vehicle sensors are identified by the detector; 3) The distributed controller ensures closed-loop stability. The effectiveness of the proposed methods is evaluated through simulations by an application to vehicle platooning.",medium,B5,primary_assignment,"The abstract links sensor, observation, action, actuator, or telemetry transport behavior to a robotic episode or control outcome.","It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",true,"Xingkang He, Ehsan Hashemi, Karl H. Johansson",,arxiv:2010.09661,arxiv:2010.09661,3007150810386479546,,q23-failure-reorder,,,73,109.2,0.941996598048837,B5,Firecrawl Research search-papers abstract; full text not assumed,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\evidence\read\073-arxiv_2010.09661.json,,,triaged,primary_assignment,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q23-failure-reorder.json,b5/abstract-triage.jsonl,complete,1
The nanoPU: Redesigning the CPU-Network Interface to Minimize RPC Tail Latency,arxiv:2010.12114,"The nanoPU is a new networking-optimized CPU designed to minimize tail latency for RPCs. By bypassing the cache and memory hierarchy, the nanoPU directly places arriving messages into the CPU register file. The wire-to-wire latency through the application is just 65ns, about 13x faster than the current state-of-the-art. The nanoPU moves key functions from software to hardware: reliable network transport, congestion control, core selection, and thread scheduling. It also supports a unique feature to bound the tail latency experienced by high-priority applications. Our prototype nanoPU is based",medium,B4,primary_assignment,tail/percentile behavior; scheduling/deadline policy; backpressure/overload control; network/transport transfer,Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,true,Stephen Ibanez; Alex Mallery; Serhat Arslan; Theo Jepsen; Muhammad Shahbaz; Nick McKeown; Changhoon Kim,2020,arxiv:2010.12114,arxiv:2010.12114,arxiv:2010.12114,cs.AR | cs.NI,q17-head-of-line-blocking-microservices.json,,,77,,,B4,,077-arxiv_2010.12114.json,,,true,triaged,primary_assignment,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q17-head-of-line-blocking-microservices.json,b4/abstract-triage.jsonl,complete,1
LazyBatching: An SLA-aware Batching System for Cloud Machine Learning Inference,arxiv:2010.13103,"In cloud ML inference systems, batching is an essential technique to increase throughput which helps optimize total-cost-of-ownership. Prior graph batching combines the individual DNN graphs into a single one, allowing multiple inputs to be concurrently executed in parallel. We observe that the coarse-grained graph batching becomes suboptimal in effectively handling the dynamic inference request traffic, leaving significant performance left on the table. This paper proposes LazyBatching, an SLA-aware batching system that considers both scheduling and batching in the granularity of individual graph nodes, rather than the entire graph for flexible batching. We show that LazyBatching can intelligently determine the set of nodes that can be efficiently batched together, achieving an average 15x, 1.5x, and 5.5x improvement than graph batching in terms of average response time, throughput, and SLA satisfaction, respectively.",high,B6,primary_assignment,The abstract describes request or token batching and a scheduling policy that trades queueing delay against accelerator efficiency and tail latency.,It provides evidence for attributing latency to queueing and batch formation rather than to model compute alone.,true,"Yujeong Choi, Yunseong Kim, Minsoo Rhu",,arxiv:2010.13103,arxiv:2010.13103,2280033495144410066,cs.DC | cs.AR | cs.LG | cs.NE,q06 | q39,firecrawl research search-papers,false,9,,0.9267292522085272,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2010.13103.json,true,,triaged,primary_assignment,b4/raw-retrieval/q15-dynamic-batching-queueing.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q006.json | b6/raw-retrieval/q06-synonym-batching.json | b6/raw-retrieval/q39-foundational-triton.json | b6/read-evidence-manifest.jsonl | b6/read-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Aggregate-Driven Trace Visualizations for Performance Debugging,arxiv:2010.13681,Performance issues in cloud systems are hard to debug. Distributed tracing is a widely adopted approach that gives engineers visibility into cloud systems. Existing trace analysis approaches focus on debugging single request correctness issues but not debugging single request performance issues. Diagnosing a performance issue in a given request requires comparing the performance of the offending request with the aggregate performance of typical requests. Effective and efficient debugging of such issues faces three challenges: (i) identifying the correct aggregate data for diagnosis; (ii) visua,high,B2,primary_assignment,Aligns an offending request trace with aggregate baseline traces to localize abnormal execution segments.,Provides a direct method for identifying which robot stage first diverged from normal behavior.,true,Vaastav Anand | Matheus Stolet | Thomas Davidson | Ivan Beschastnikh | Tamara Munzner | Jonathan Mace,2020,arxiv:2010.13681,arxiv:2010.13681,461141095892195113,cs.DC | cs.HC,q02-identifiers,semantic-search,general,59,,0.8740772351648677,B2,inspect-paper completed,inspect-arxiv_2010.13681.json,available-text,,inspect-arxiv_2010.13681.json,triaged,primary_assignment,b2/raw-q02-identifiers.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Aggregate-Driven Trace Visualizations for Performance Debugging,arxiv:2010.13681,"Performance issues in cloud systems are hard to debug. Distributed tracing is a widely adopted approach that gives engineers visibility into cloud systems. Existing trace analysis approaches focus on debugging single request correctness issues but not debugging single request performance issues. Diagnosing a performance issue in a given request requires comparing the performance of the offending request with the aggregate performance of typical requests. Effective and efficient debugging of such issues faces three challenges: (i) identifying the correct aggregate data for diagnosis; (ii) visualizing the aggregated data; and (iii) efficiently collecting, storing, and processing trace data. We present TraVista, a tool designed for debugging performance issues in a single trace that addresses these challenges. TraVista extends the popular single trace Gantt chart visualization with three types of aggregate data - metric, temporal, and structure data, to contextualize the performance of the offending trace across all traces.",high,B3,primary_assignment,"Compares an offending request trace with aggregate temporal, structural, and metric baselines to expose performance divergence.",Direct pattern for identifying the first stage that deviates from normal Reflex episodes.,true,Vaastav Anand | Matheus Stolet | Thomas Davidson | Ivan Beschastnikh | Tamara Munzner | Jonathan Mace,2020,arxiv:2010.13681,arxiv:2010.13681,461141095892195113,cs.DC | cs.HC,23-host-telemetry | 35-classic-tracing,semantic-search,general,59,,0.8740772351648677,B3,inspect-paper completed,inspect-arxiv_2010.13681.json,available-text,,inspect-arxiv_2010.13681.json,triaged,primary_assignment,b2/raw-q02-identifiers.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q23-host-telemetry.json | b3/raw-q35-classic-tracing.json | b3/read-evidence-manifest.jsonl | b3/registry.json,b3/triage.jsonl,complete,1
Scheduling Real-time Deep Learning Services as Imprecise Computations,arxiv:2011.01112,"The paper presents an efficient real-time scheduling algorithm for intelligent real-time edge services, defined as those that perform machine intelligence tasks, such as voice recognition, LIDAR processing, or machine vision, on behalf of local embedded devices that are themselves unable to support extensive computations. The work contributes to a recent direction in real-time computing that develops scheduling algorithms for machine intelligence tasks with anytime prediction. We show that deep neural network workflows can be cast as imprecise computations, each with a mandatory part and (several) optional parts whose execution utility depends on input data. The goal of the real-time scheduler is to maximize the average accuracy of deep neural network outputs while meeting task deadlines, thanks to opportunistic shedding of the least necessary optional parts. The work is motivated by the proliferation of increasingly ubiquitous but resource-constrained embedded devices (for applications ranging from autonomous cars to the Internet of Things) and the desire to develop services that endow them with intelligence. Experiments on recent GPU hardware and a state of the art deep neural network for machine vision illustrate that our scheme can increase the overall accuracy by 10%-20% while incurring (nearly) no deadline misses.",medium,B6,primary_assignment,"The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,false,,,arxiv:2011.01112,arxiv:2011.01112,8719322406008491570,,q10,,false,63,,0.8031737963569016,B6,,,,true,,triaged,primary_assignment,b4/raw-retrieval/q11-deadline-aware-scheduling-robotic.json | b4/raw-retrieval/q14-real-time-DNN-inference.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.jsonl | b6/raw-retrieval/q010.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
Towards Latency-aware DNN Optimization with GPU Runtime Analysis and Tail Effect Elimination,arxiv:2011.03897,"Despite the superb performance of State-Of-The-Art (SOTA) DNNs, the increasing computational cost makes them very challenging to meet real-time latency and accuracy requirements. Although DNN runtime latency is dictated by model property (e.g., architecture, operations), hardware property (e.g., utilization, throughput), and more importantly, the effective mapping between these two, many existing approaches focus only on optimizing model property such as FLOPS reduction and overlook the mismatch between DNN model and hardware properties. In this work, we show that the mismatch between the varied DNN computation workloads and GPU capacity can cause the idle GPU tail effect, leading to GPU under-utilization and low throughput. As a result, the FLOPs reduction cannot bring effective latency reduction, which causes sub-optimal accuracy versus latency trade-offs. Motivated by this, we propose a GPU runtime-aware DNN optimization methodology to eliminate such GPU tail effect adaptively on GPU platforms. Our methodology can be applied on top of existing SOTA DNN optimization approaches to achieve better latency and accuracy trade-offs. Experiments show 11%-27% latency reduction and 2.5%-4.0% accuracy improvement over several SOTA DNN pruning and NAS methods, respectively",high,B6,primary_assignment,"The abstract describes kernel execution, runtime synchronization, memory, cache, or frequency behavior as a source of latency variability or stalls.",It supports kernel- and runtime-level attribution of latency spikes and stalls.,true,"Fuxun Yu, Zirui Xu, Tong Shen, Dimitrios Stamoulis, Longfei Shangguan, Di Wang, Rishi Madhok, Chunshui Zhao, Xin Li, Nikolaos Karianakis, Dimitrios Lymberopoulos, Ang Li, ChenChen Liu, Yiran Chen, Xiang Chen",,arxiv:2011.03897,arxiv:2011.03897,4581270734817642484,cs.AR | cs.PF,q03 | q07 | q09 | q26 | q40,firecrawl research search-papers,false,79,134.414,0.9241418199787566,B6,Firecrawl Research search-papers abstract; full text not assumed,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b6\targeted-read\arxiv_2011.03897.json,true,,triaged,primary_assignment,b4/raw-retrieval/q14-real-time-DNN-inference.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.json | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q003.json | b6/raw-retrieval/q007.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q03-direct-realtime.json | b6/raw-retrieval/q26-adjacent-cloud.json | b6/raw-retrieval/q40-foundational-wild.json | b6/read-evidence-manifest.jsonl,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl,complete,3
