pass2_index,assigned_agent,paper_id,paper_title,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
357,3,7861821626367814759,ShanghaiTech Mapping Robot is All You Need: Robot System for Collecting Universal Ground Vehicle Datasets,MEDIUM,B1,ShanghaiTech Mapping Robot is All You Need: Robot System for Collecting Universal Ground Vehicle Datasets,arxiv:2406.16713,"This paper presents the ShanghaiTech Mapping Robot, a state-of-the-art unmanned ground vehicle (UGV) designed for collecting comprehensive multi-sensor datasets to support research in robotics, Simultaneous Localization and Mapping (SLAM), computer vision, and autonomous driving. The robot is equipped with a wide array of sensors including RGB cameras, RGB-D cameras, event-based cameras, IR cameras, LiDARs, mmWave radars, IMUs, ultrasonic range finders, and a GNSS RTK receiver. The sensor suite is integrated onto a specially designed mechanical structure with a centralized power system and a synchronization mechanism to ensure spatial and temporal alignment of the sensor data. A 16-node on-board computing cluster handles sensor control, data collection, and storage. We describe the hardware and software architecture of the robot in detail and discuss the calibration procedures for the various sensors and investigate the interference for LiDAR and RGB-D sensors. The capabilities of the platform are demonstrated through an extensive outdoor dataset collected in a diverse campus environment. Experiments with two LiDAR-based and two RGB-based SLAM approaches showcase the potential of the dataset to support development and benchmarking for robotics. To facilitate research, we make the dataset publicly available along with the associated robot sensor calibration data: https://slam-hive.net/wiki/ShanghaiTechDatasets",medium,B1,1,B1=medium,B1=A mapping-robot collection system records synchronized multimodal data for repeatable ground-vehicle datasets.,,B1=true,primary_assignment,"Bowen Xu, Xiting Zhao, Delin Feng, Yuanyuan Yang, SÃ¶ren Schwertfeger",2024,arxiv:2406.16713,arxiv:2406.16713,7861821626367814759,,,,,B1,true,false,false,false,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q07-robotics.json,b1/assigned-paper-manifest.jsonl | b1/triage.jsonl
362,3,8383129057629492266,CONGO: Compressive Online Gradient Optimization,MEDIUM,B8,CONGO: Compressive Online Gradient Optimization,arxiv:2407.06325,"We address the challenge of zeroth-order online convex optimization where the objective function's gradient exhibits sparsity, indicating that only a small number of dimensions possess non-zero gradients. Our aim is to leverage this sparsity to obtain useful estimates of the objective function's gradient even when the only information available is a limited number of function samples. Our motivation stems from the optimization of large-scale queueing networks that process time-sensitive jobs. Here, a job must be processed by potentially many queues in sequence to produce an output, and the service time at any queue is a function of the resources allocated to that queue. Since resources are costly, the end-to-end latency for jobs must be balanced with the overall cost of the resources used. While the number of queues is substantial, the latency function primarily reacts to resource changes in only a few, rendering the gradient sparse. We tackle this problem by introducing the Compressive Online Gradient Optimization framework which allows compressive sensing methods previously applied to stochastic optimization to achieve regret bounds with an optimal dependence on the time horizon without the full problem dimension appearing in the bound. For specific algorithms, we reduce the samples required per gradient estimate to scale with the gradient's sparsity factor rather than its full dimensionality. Numerical simulations and real-world microservices benchmarks demonstrate CONGO's superiority over gradient descent approaches that do not account for sparsity.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,,arxiv:2407.06325,arxiv:2407.06325,8383129057629492266,,,,,B8,false,false,false,false,b3/expansion-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
367,3,2485365029832433847,Bridging the Gap between ROS 2 and Classical Real-Time Scheduling for Periodic Tasks,HIGH,B3 | B7,Bridging the Gap between ROS 2 and Classical Real-Time Scheduling for Periodic Tasks,arxiv:2408.03696,"The Robot Operating System 2 (ROS 2) is a widely used middleware that provides software libraries and tools for developing robotic systems. In these systems, tasks are scheduled by ROS 2 executors. Since the scheduling behavior of the default ROS 2 executor is inherently different from classical real-time scheduling theory, dedicated analyses or alternative executors, requiring substantial changes to ROS 2, have been required. In 2023, the events executor, which features an events queue and allows the possibility to make scheduling decisions immediately after a job completes, was introduced into ROS 2. In this paper, we show that, with only minor modifications of the events executor, a large body of research results from classical real-time scheduling theory becomes applicable. Hence, this enables analytical bounds on the worst-case response time and the end-to-end latency, outperforming bounds for the default ROS 2 executor in many scenarios. Our solution is easy to integrate into existing ROS 2 systems since it requires only minor backend modifications of the events executor, which is natively included in ROS 2. The evaluation results show that our ROS 2 events executor with minor modifications can have significant improvement in terms of dropped jobs, worst-case response time, end-to-end latency, and performance compared to the default ROS 2 executor.",high,B3 | B7,2,B3=high | B7=high,"B3=Adapts ROS 2 events-executor scheduling so classical response-time and end-to-end latency analyses apply. | B7=Adapts the ROS2 events executor so classical scheduling analysis can bound dropped jobs, response time, and end-to-end latency.",B3=Provides analyzable scheduling bounds and a way to attribute deadline variance to executor policy. | B7=It translates executor observations into formal timing guarantees without changing application code.,B3=true | B7=true,expansion_round_1 | primary_assignment,,2024,arxiv:2408.03696,arxiv:2408.03696,2485365029832433847,,16-ros2-causal | 17-ros2-flow | 18-ros2-timing | 20-robot-middleware,firecrawl research search-papers,recent,B3 | B7,false,false,false,false,b2/raw-q09-ros2.txt | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q16-ros2-causal.json | b3/raw-q17-ros2-flow.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q43-recent-robot.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q02-direct-e2e.json | b7/raw-retrieval/q08-synonym-event.json | b7/raw-retrieval/q11-mechanism-executor.json | b7/raw-retrieval/q18-mechanism-events.json | b7/raw-retrieval/q19-failure-deadlines.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q35-foundational-realtime.json | b7/raw-retrieval/q38-recent-tracing.json | b7/raw-retrieval/q39-recent-executor.json | b7/raw-retrieval/q42-recent-performance.json | b8/canonical-registry.json | b8/raw/mechanism-03.json | b8/raw/recent-02.json,b3/triage.jsonl | b7/expansion-additions-triage.jsonl
372,3,974477220233621515,PEERNet: An End-to-End Profiling Tool for Real-Time Networked Robotic Systems,MEDIUM,B4 | B8,PEERNet: An End-to-End Profiling Tool for Real-Time Networked Robotic Systems,arxiv:2409.06078,"Networked robotic systems balance compute, power, and latency constraints in applications such as self-driving vehicles, drone swarms, and teleoperated surgery. A core problem in this domain is deciding when to offload a computationally expensive task to the cloud, a remote server, at the cost of communication latency. Task offloading algorithms often rely on precise knowledge of system-specific performance metrics, such as sensor data rates, network bandwidth, and machine learning model latency. While these metrics can be modeled during system design, uncertainties in connection quality, server load, and hardware conditions introduce real-time performance variations, hindering overall performance. We introduce PEERNet, an end-to-end and real-time profiling tool for cloud robotics. PEERNet enables performance monitoring on heterogeneous hardware through targeted yet adaptive profiling of system components such as sensors, networks, deep-learning pipelines, and devices. We showcase PEERNet's capabilities through networked robotics tasks, such as image-based teleoperation of a Franka Emika Panda arm and querying vision language models using an Nvidia Jetson Orin. PEERNet reveals non-intuitive behavior in robotic systems, such as asymmetric network transmission and bimodal language model output. Our evaluation underscores the effectiveness and importance of benchmarking in networked robotics, demonstrating PEERNet's adaptability. Our code is open-source and available at github.com/UTAustin-SwarmLab/PEERNet.",medium,B4 | B8,2,B4=medium | B8=medium,B4=scheduling/deadline policy; stage-wise latency attribution; robotic or cyber-physical transfer; network/transport transfer | B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B4=Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects. | B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B4=true | B8=true,expansion_round_1 | primary_assignment,Aditya Narayanan; Pranav Kasibhatla; Minkyu Choi; Po-han Li; Ruihan Zhao; Sandeep Chinchali,2024,arxiv:2409.06078,arxiv:2409.06078,974477220233621515,cs.RO | cs.SY | eess.SY,latency spikes packet drops timing faults robot perception inference pipeline diagnosis | q01-tail-latency-jitter.json | q02-latency-distribution-percentile.json | q10-latency-distribution-measurement.json,firecrawl research search-papers,recent,B4 | B8,false,false,false,false,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q01-tail-latency-jitter.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/raw-retrieval/q05-direct-hardware-loop.json | b7/raw-retrieval/q10-synonym-pipeline.json | b7/raw-retrieval/q37-foundational-e2e.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-registry.json | b8/raw/failure-02.json,b4/abstract-triage.jsonl | b8/expansion-triage.jsonl
377,3,1933595173721957862,FogROS2-PLR: Probabilistic Latency-Reliability For Cloud Robotics,HIGH,B3 | B7,FogROS2-PLR: Probabilistic Latency-Reliability For Cloud Robotics,arxiv:2410.05562,"Cloud robotics enables robots to offload computationally intensive tasks to cloud servers for performance, cost, and ease of management. However, the network and cloud computing infrastructure are not designed for reliable timing guarantees, due to fluctuating Quality-of-Service (QoS). In this work, we formulate an impossibility triangle theorem for: Latency reliability, Singleton server, and Commodity hardware. The LSC theorem suggests that providing replicated servers with uncorrelated failures can exponentially reduce the probability of missing a deadline. We present FogROS2-Probabilistic Latency Reliability (PLR) that uses multiple independent network interfaces to send requests to replicated cloud servers and uses the first response back. We design routing mechanisms to discover, connect, and route through non-default network interfaces on robots. FogROS2-PLR optimizes the selection of interfaces to servers to minimize the probability of missing a deadline. We conduct a cloud-connected driving experiment with two 5G service providers, demonstrating FogROS2-PLR effectively provides smooth service quality even if one of the service providers experiences low coverage and base station handover. We use 99 Percentile (P99) latency to evaluate anomalous long-tail latency behavior. In one experiment, FogROS2-PLR improves P99 latency by up to 3.7x compared to using one service provider. We deploy FogROS2-PLR on a physical Stretch 3 robot performing an indoor human-tracking task. Even in a fully covered Wi-Fi and 5G environment, FogROS2-PLR improves the responsiveness of the robot reducing mean latency by 36% and P99 latency by 33%.",high,B3 | B7,2,B3=high | B7=high,B3=Uses replicated cloud paths and multiple network interfaces to reduce deadline misses and long-tail latency in physical cloud robotics. | B7=Uses independent interfaces and replicated cloud servers to measure and reduce long-tail deadline misses in ROS2 robot workloads.,"B3=Direct evidence for network-path variance, tail latency, and redundancy trade-offs in robot control. | B7=P99 latency attribution across robot, network, and cloud is directly reusable for distributed inference episodes.",B3=true | B7=true,primary_assignment,,2024,arxiv:2410.05562,arxiv:2410.05562,1933595173721957862,,16-ros2-causal | 18-ros2-timing,firecrawl research search-papers,recent,B3 | B7,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q14-mech-dds-loss.json | b5/raw-retrieval/q17-mech-dedup.json | b5/raw-retrieval/q24-failure-retry.json | b5/raw-retrieval/q43-recent-robot.json | b5/raw-retrieval/q49-recent-transport.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/raw-retrieval/q12-mechanism-qos.json | b8/canonical-registry.json | b8/raw/failure-02.json,b3/triage.jsonl | b7/abstract-triage.jsonl
382,3,6025675210517228757,SERN: Bandwidth-Adaptive Cross-Reality Synchronization for Simulation-Enhanced Robot Navigation,HIGH,B5 | B8,SERN: Bandwidth-Adaptive Cross-Reality Synchronization for Simulation-Enhanced Robot Navigation,arxiv:2410.16686,"Cross reality integration of simulation and physical robots is a promising approach for multi-robot operations in contested environments, where communication may be intermittent, interference may be present, and observability may be degraded. We present SERN (Simulation-Enhanced Realistic Navigation), a framework that tightly couples a high-fidelity virtual twin with physical robots to support real-time collaborative decision making. SERN makes three main contributions. First, it builds a virtual twin from geospatial and sensor data and continuously corrects it using live robot telemetry. Second, it introduces a physics-aware synchronization pipeline that combines predictive modeling with adaptive PD control. Third, it provides a bandwidth-adaptive ROS bridge that prioritizes critical topics when communication links are constrained. We also introduce a multi-metric cost function that balances latency, reliability, computation, and bandwidth. Theoretically, we show that when the adaptive controller keeps the physical and virtual input mismatch small, synchronization error remains bounded under moderate packet loss and latency. Empirically, SERN reduces end-to-end message latency by 15% to 25% and processing load by about 15% compared with a standard ROS setup, while maintaining tight real-virtual alignment with less than 5 cm positional error and less than 2 degrees rotational error. In a navigation task, SERN achieves a 95% success rate, compared with 85% for a real-only setup and 70% for a simulation-only setup, while also requiring fewer interventions and less time to reach the goal. These results show that a simulation-enhanced cross-reality stack can improve situational awareness and multi-agent coordination in contested environments by enabling look-ahead planning in the virtual twin while using real sensor feedback to correct discrepancies.",high,B5 | B8,2,B5=high | B8=high,"B5=The abstract addresses packet loss, delay, jitter, disorder, or reordering and its effect on networked sensing, estimation, or control. | B8=The paper measures or models distributed timing, synchronization, latency, jitter, or packet-loss effects across components.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop. | B8=It transfers directly to robot inference episodes by linking sensor, middleware, inference, and outcome evidence.",B5=true | B8=true,primary_assignment,"Jumman Hossain, Emon Dey, Snehalraj Chugh, Masud Ahmed, MS Anwar, Abu-Zaher Faridee, Jason Hoppes, Theron Trout, Anjon Basak, Rafidh Chowdhury, Rishabh Mistry, Hyun Kim, Jade Freeman, Niranjan Suri, Adrienne Raglin, Carl Busart, Anuradha Ravi, Nirmalya Roy",2024,arxiv:2410.16686,arxiv:2410.16686,6025675210517228757,,direct-01 | failure-02 | q21-failure-stale,firecrawl research search-papers,recent,B5 | B8,true,true,true,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q21-failure-stale.json | b7/canonical-registry.json | b7/raw-retrieval/q09-synonym-cps.json | b7/raw-retrieval/q20-failure-stale.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/direct-01.json | b8/raw/failure-02.json | b8/targeted-read-manifest.json,b5/abstract-triage.jsonl | b8/abstract-triage.jsonl
387,3,4387281134661619038,Watson: A Cognitive Observability Framework for the Reasoning of LLM-Powered Agents,MEDIUM,B8,Watson: A Cognitive Observability Framework for the Reasoning of LLM-Powered Agents,arxiv:2411.03455,"Large language models (LLMs) are increasingly integrated into autonomous systems, giving rise to a new class of software known as Agentware, where LLM-powered agents perform complex, open-ended tasks in domains such as software engineering, customer service, and data analysis. However, their high autonomy and opaque reasoning processes pose significant challenges for traditional software observability methods. To address this, we introduce the concept of cognitive observability - the ability to recover and inspect the implicit reasoning behind agent decisions. We present Watson, a general-purpose framework for observing the reasoning processes of fast-thinking LLM agents without altering their behavior. Watson retroactively infers reasoning traces using prompt attribution techniques. We evaluate Watson in both manual debugging and automated correction scenarios across the MMLU benchmark and the AutoCodeRover and OpenHands agents on the SWE-bench-lite dataset. In both static and dynamic settings, Watson surfaces actionable reasoning insights and supports targeted interventions, demonstrating its practical utility for improving transparency and reliability in Agentware systems.",medium,B8,1,B8=medium,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2024,2411.03455 | 4387281134661619038 | arxiv:2411.03455,arxiv:2411.03455,4387281134661619038,,,,,B8,false,false,false,false,b8/expansion-canonical-registry.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
392,3,5203195530365023883,Performance Implications of Multi-Chiplet Neural Processing Units on Autonomous Driving Perception,MEDIUM,B6,Performance Implications of Multi-Chiplet Neural Processing Units on Autonomous Driving Perception,arxiv:2411.16007,"We study the application of emerging chiplet-based Neural Processing Units to accelerate vehicular AI perception workloads in constrained automotive settings. The motivation stems from how chiplets technology is becoming integral to emerging vehicular architectures, providing a cost-effective trade-off between performance, modularity, and customization; and from perception models being the most computationally demanding workloads in a autonomous driving system. Using the Tesla Autopilot perception pipeline as a case study, we first breakdown its constituent models and profile their performance on different chiplet accelerators. From the insights, we propose a novel scheduling strategy to efficiently deploy perception workloads on multi-chip AI accelerators. Our experiments using a standard DNN performance simulator, MAESTRO, show our approach realizes 82% and 2.8x increase in throughput and processing engines utilization compared to monolithic accelerator designs.",medium,B6,1,B6=medium,"B6=The abstract describes profiling, tracing, prediction, or decomposition to localize latency across serving, host, runtime, kernel, and device layers.",B6=It offers a concrete localization or measurement pattern for runtime observability around an inference episode.,B6=false,primary_assignment,,,arxiv:2411.16007,arxiv:2411.16007,5203195530365023883,,q24,firecrawl research search-papers,false,B6,false,false,false,false,b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q24-adjacent-driving.json,b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
397,3,4286980218876081310,Performance Evaluation of ROS2-DDS middleware implementations facilitating Cooperative Driving in Autonomous Vehicle,HIGH,B8,Performance Evaluation of ROS2-DDS middleware implementations facilitating Cooperative Driving in Autonomous Vehicle,arxiv:2412.07485,"In the autonomous vehicle and self-driving paradigm, cooperative perception or exchanging sensor information among vehicles over wireless communication has added a new dimension. Generally, an autonomous vehicle is a special type of robot that requires real-time, highly reliable sensor inputs due to functional safety. Autonomous vehicles are equipped with a considerable number of sensors to provide different required sensor data to make the driving decision and share with other surrounding vehicles. The inclusion of Data Distribution Service(DDS) as a communication middleware in ROS2 has proved its potential capability to be a reliable real-time distributed system. DDS comes with a scoping mechanism known as domain. Whenever a ROS2 process is initiated, it creates a DDS participant. It is important to note that there is a limit to the number of participants allowed in a single domain. The efficient handling of numerous in-vehicle sensors and their messages demands the use of multiple ROS2 nodes in a single vehicle. Additionally, in the cooperative perception paradigm, a significant number of ROS2 nodes can be required when a vehicle functions as a single ROS2 node. These ROS2 nodes cannot be part of a single domain due to DDS participant limitation; thus, different domain communication is unavoidable. Moreover, there are different vendor-specific implementations of DDS, and each vendor has their configurations, which is an inevitable communication catalyst between the ROS2 nodes. The communication between vehicles or robots or ROS2 nodes depends directly on the vendor-specific configuration, data type, data size, and the DDS implementation used as middleware; in our study, we evaluate and investigate the limitations, capabilities, and prospects of the different domain communication for various vendor-specific DDS implementations for diverse sensor data type.",high,B8,1,B8=high,B8=Expansion candidate was surfaced by a related-paper graph around a B8 seed and is triaged from its title and abstract.,"B8=It may add a reusable observability, replay, timing, or failure-injection mechanism to the B8 evidence family.",B8=true,expansion_round_1,,2024,2412.07485 | 4286980218876081310 | arxiv:2412.07485,arxiv:2412.07485,4286980218876081310,,20-robot-middleware,,,B8,false,false,false,false,b3/raw-q20-robot-middleware.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q49-recent-transport.json | b7/canonical-registry.json | b7/raw-retrieval/q34-foundational-dds.json | b7/raw-retrieval/q38-recent-tracing.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b8/expansion-triage.jsonl
402,3,4374045694681754426,Interference-free Operating System: A 6 Years' Experience in Mitigating Cross-Core Interference in Linux,HIGH,B7,Interference-free Operating System: A 6 Years' Experience in Mitigating Cross-Core Interference in Linux,arxiv:2412.18104,"Real-time operating systems employ spatial and temporal isolation to guarantee predictability and schedulability of real-time systems on multi-core processors. Any unbounded and uncontrolled cross-core performance interference poses a significant threat to system time safety. However, the current Linux kernel has a number of interference issues and represents a primary source of interference. Unfortunately, existing research does not systematically and deeply explore the cross-core performance interference issue within the OS itself. This paper presents our industry practice for mitigating cross-core performance interference in Linux over the past 6 years. We have fixed dozens of interference issues in different Linux subsystems. Compared to the version without our improvements, our enhancements reduce the worst-case jitter by a factor of 8.7, resulting in a maximum 11.5x improvement over system schedulability. For the worst-case latency in the Core Flight System and the Robot Operating System 2, we achieve a 1.6x and 1.64x reduction over RT-Linux. Based on our development experience, we summarize the lessons we learned and offer our suggestions to system developers for systematically eliminating cross-core interference from the following aspects: task management, resource management, and concurrency management. Most of our modifications have been merged into Linux upstream and released in commercial distributions.",high,B7,1,B7=high,"B7=Removes cross-core interference in Linux task, resource, and concurrency paths and benchmarks jitter and ROS2 worst-case latency.","B7=It links OS-level contention to ROS2 timing outcomes, enabling attribution below the executor layer.",B7=true,primary_assignment,,,arxiv:2412.18104,arxiv:2412.18104,4374045694681754426,,,,,B7,false,false,false,false,b4/raw-retrieval/q12-ROS-2-executor.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q19-failure-deadlines.json,b7/abstract-triage.jsonl
407,3,7303169716972351648,Understanding GPU Resource Interference One Level Deeper,HIGH,B4 | B6,Understanding GPU Resource Interference One Level Deeper,arxiv:2501.16909,"GPUs are vastly underutilized, even when running resource-intensive AI applications, as GPU kernels within each job have diverse resource profiles that may saturate some parts of a device while often leaving other parts idle. Colocating applications is known to improve GPU utilization, but is not common practice as it becomes difficult to provide predictable performance due to workload interference. Providing predictable performance guarantees requires a deep understanding of how applications contend for shared GPU resources such as block schedulers, compute units, L1/L2 caches, and memory bandwidth. We study the key types of GPU resource interference and develop a methodology to quantify the sensitivity of a workload to each type. We discuss how this methodology can serve as the foundation for GPU schedulers that enforce strict performance guarantees and how application developers can design GPU kernels with colocation in mind to improve efficiency.",high,B4 | B6,2,B4=medium | B6=high,"B4=scheduling/deadline policy; resource contention/interference; stage-wise latency attribution; inference/accelerator transfer | B6=The abstract describes concurrent accelerator workloads and resource isolation, partitioning, or interference-aware scheduling as the latency mechanism.","B4=Provides a systems analogue for separating model service time from queueing, scheduling, accelerator contention, or batching effects. | B6=It provides a basis for distinguishing accelerator contention and interference from intrinsic model latency.",B4=true | B6=true,primary_assignment,"Paul Elvinger, Foteini Strati, Natalie Enright Jerger, Ana Klimovic",2026,arxiv:2501.16909,arxiv:2501.16909,7303169716972351648,cs.DC,q06-contention-shared-GPU.json | q08 | q09 | q14 | q16-multi-tenant-GPU-contention.json | q24-scheduling-interference-accelerator.json | q28 | q43,firecrawl research search-papers,false,B4 | B6,false,true,false,true,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q06-contention-shared-GPU.json | b4/raw-retrieval/q16-multi-tenant-GPU-contention.json | b4/raw-retrieval/q24-scheduling-interference-accelerator.json | b6/assigned-evidence-index.jsonl | b6/assigned-paper-manifest.jsonl | b6/assigned-registry.jsonl | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/follow-up-manifest.jsonl | b6/inspection-evidence.jsonl | b6/inspection-manifest.jsonl | b6/raw-retrieval/q008.json | b6/raw-retrieval/q009.json | b6/raw-retrieval/q08-synonym-runtime.json | b6/raw-retrieval/q14-mechanism-contention.json | b6/raw-retrieval/q28-adjacent-hpc.json | b6/raw-retrieval/q43-recent-stalls.json | b6/read-evidence-manifest.jsonl,b4/abstract-triage.jsonl | b6/abstract-triage-inherited-89.jsonl | b6/abstract-triage.jsonl | b6/assigned-paper-manifest.jsonl
412,3,1174663628263380259,End-to-End Reliability in Wireless IEEE 802.1Qbv Time-Sensitive Networks,HIGH,B5,End-to-End Reliability in Wireless IEEE 802.1Qbv Time-Sensitive Networks,arxiv:2502.11595,"Industrial cyber-physical systems require dependable network communication with formal end-to-end reliability guarantees. Striving towards this goal, recent efforts aim to advance the integration of 5G into Time-Sensitive Networking (TSN). However, we show that IEEE 802.1Qbv TSN schedulers that are unattuned to 5G packet delay variations may jeopardize any reliability guarantees provided by the 5G system. We demonstrate this on a case where a 99.99% reliability in the inner 5G network diminishes to below 10% when looking at end-to-end communication in TSN. In this paper, we overcome this shortcoming by introducing Full Interleaving Packet Scheduling (FIPS) as a wireless-friendly IEEE 802.1Qbv scheduler. To the best of our knowledge, FIPS is the first to provide formal end-to-end QoS guarantees in wireless TSN. FIPS allows a controlled batching of TSN streams, which improves schedulability in terms of the number of wireless TSN streams by a factor of up to x45. Even in failure cases, FIPS isolates the otherwise cascading QoS violations to the affected streams and protects all other streams. With formal end-to-end reliability, improved schedulability, and fault isolation, FIPS makes a substantial advance towards dependability in wireless TSN.",high,B5,1,B5=high,"B5=The abstract evaluates middleware, QoS, publish-subscribe, transport, or communication-stack behavior that affects delivery correctness.","B5=It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",B5=true,primary_assignment,"S. Egger, J. Gross, J. Sachs, G. P. Sharma, C. Becker, F. Dürr",,arxiv:2502.11595,arxiv:2502.11595,1174663628263380259,,q30-adj-cps | q39-found-realtime,,,B5,false,false,false,false,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q30-adj-cps.json | b5/raw-retrieval/q39-found-realtime.json,b5/abstract-triage.jsonl
417,3,8857891919524725306,ProRCA: A Causal Python Package for Actionable Root Cause Analysis in Real-world Business Scenarios,MEDIUM,B3,ProRCA: A Causal Python Package for Actionable Root Cause Analysis in Real-world Business Scenarios,arxiv:2503.01475,"Root Cause Analysis (RCA) is becoming ever more critical as modern systems grow in complexity, volume of data, and interdependencies. While traditional RCA methods frequently rely on correlation-based or rule-based techniques, these approaches can prove inadequate in highly dynamic, multi-layered environments. In this paper, we present a pathway-tracing package built on the DoWhy causal inference library. Our method integrates conditional anomaly scoring, noise-based attribution, and depth-first path exploration to reveal multi-hop causal chains. By systematically tracing entire causal pathways from an observed anomaly back to the initial triggers, our approach provides a comprehensive, end-to-end RCA solution. Experimental evaluations with synthetic anomaly injections demonstrate the package's ability to accurately isolate triggers and rank root causes by their overall significance.",medium,B3,1,B3=medium,"B3=Uses conditional anomaly scoring, noise attribution, and depth-first path exploration to trace multi-hop causal chains.",B3=A lightweight path-tracing design for ranking upstream triggers from a downstream episode symptom.,B3=false,primary_assignment,,,arxiv:2503.01475,arxiv:2503.01475,8857891919524725306,,01-direct | 02-critical-path | 24-fault-injection | 36-causal-profiler,,,B3,false,false,false,false,b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/expansion-registry.json | b3/raw-q01-direct.json | b3/raw-q02-critical-path.json | b3/raw-q24-fault-injection.json | b3/raw-q36-causal-profiler.json | b3/registry.json,b3/triage.jsonl
