paper_id,title,source_url,abstract,found_by,gem_lanes,review_pass,technical_mechanism,why_it_works,root_seam,experiment,evidence_quote,evidence_location,reported_gain,baseline,uncertainty
arxiv:2105.04524,AP-side WLAN Analytics,https://arxiv.org/abs/2105.04524,"Monitoring the network performance experienced by the end-user is crucial for managers of wireless networks as it can enable them to remotely modify the network parameters to improve the end-user experience. Unfortunately, for performance monitoring, managers are typically limited to the logs of the Access Points (APs) that they manage. This information does not directly capture factors that can hinder station (STA) side transmissions. Consequently, state-of-the-art methods to measure such metrics primarily involve active measurements. Unfortunately, such active measurements increase traffic load and if used regularly and for all the STAs can potentially disrupt user traffic, thereby worsening performance for other users in the network and draining the battery of mobile devices. This thesis enables passive AP-side network analytics. In the first part of the thesis, I present virtual speed test, a measurement based framework that enables an AP to estimate speed test results for any of its associated clients solely based on AP-side observables. Next, I present Uplink Latency Microscope (uScope), an AP-side framework for estimation of WLAN uplink latency for any of the associated STAs and decomposition into its constituent components. Similar to virtual speed test, uScope makes estimations solely based on passive AP-side observations. We implement both frameworks on a commodity hardware platform and conduct extensive field trials on a university campus and in a residential apartment complex. In over 1 million tests, the two proposed frameworks demonstrate an estimation accuracy with errors under 10%.",firecrawl,n13,3,"Passive TCP virtual probing: correlate a downlink TCP segment with its returning uplink ACK to estimate WLAN uplink latency, then use intervening STA transmissions and 802.11 timing rules to decompose it into queueing and access delays, including retransmission and defer estimates.","TCP’s closed loop links the downlink segment to a later uplink ACK, so their timing reveals WLAN uplink delay without adding probe traffic. AP-observed STA transmissions help infer when the ACK reaches the STA queue, while 802.11 timing rules support further decomposition. This can expose WLAN delay as distinct from server queueing, GPU inference, or action application, though it does not diagnose those other delays.","At a managed AP on the robot-cloud path, correlate per-robot downlink TCP segments with returning ACKs and retain AP packet and 802.11 transmission timestamps. Root could obtain passive estimates of WLAN uplink delay and its components without generating probe traffic or requiring robot-side logs. Access to suitable AP telemetry and TCP traffic is not established.","In a controlled robot-cloud WLAN test, collect AP-side TCP and 802.11 timestamps during inference requests and compare uScope-style latency and component estimates with synchronized robot- and server-side packet captures. Introduce controlled WLAN contention and retransmissions; separately time server queueing, GPU inference, and action application. Test whether the estimates identify WLAN-tail episodes without adding traffic.",The duration between transmission of a TCP segment on the downlink to the reception of the TCP ACK on the uplink exposes the total WLAN uplink latency for that STA.,"Selected PDF text, Chapter 4 uScope virtual-probing description.","Mean estimation errors under 10% across estimated parameters in 1,296,000 tests.",Ground-truth values collected from STA-side observations for evaluation.,"The evidence supports WLAN uplink latency estimation and decomposition, not end-to-end inference-tail diagnosis specifically. Tail sensitivity, suitability of Root’s traffic, and access to AP-side telemetry remain unestablished; the reported accuracy is not a Root-measured gain."
arxiv:2105.12456,Path-Aware OMP Algorithms for Provenance Recovery in Wireless Networks,https://arxiv.org/abs/2105.12456,"Low-latency provenance embedding methods have received traction in vehicular networks for their ability to track the footprint of information flow. One such known method is based on Bloom filters wherein the nodes that forward the packets appropriately choose a certain number of hash functions to embed their signatures in a shared space in the packet. Although Bloom filter methods can achieve the required accuracy level in provenance recovery, they are known to incur higher processing delay since higher number of hash functions are needed to meet the accuracy level. Motivated by this behaviour, we identify a regime of delay-constraints within which new provenance embedding methods must be proposed as Bloom filter methods are no longer applicable. To fill this research gap, we present network-coded edge embedding (NCEE) protocols that facilitate low-latency routing of packets in vehicular network applications. First, we show that the problem of designing provenance recovery methods for the NCEE protocol is equivalent to the celebrated problem of compressed sensing, however, with additional constraints of path formation on the solution. Subsequently, we present a family of path-aware orthogonal matching pursuit algorithms that jointly incorporates the sparsity and path constraints. Through extensive simulation results, we show that our algorithms enjoy low-complexity implementation, and also improve the path recovery performance when compared to path-agnostic counterparts.",firecrawl,n09,3,"Compact in-packet route provenance with path-constrained sparse reconstruction: each forwarding node algebraically adds a pre-shared edge identity to the packet; the destination uses the encoded summary, hop count, and path-aware OMP to recover the traversed route.","The packet retains an encoded summary of the edges it traversed rather than a full forwarding trace. Path and sparsity constraints help reconstruct a valid route from that summary. For Root, attaching the recovered route to request identities could show whether tail requests use different paths or share route segments with other slow requests. This can narrow route-level investigation, but route provenance alone cannot identify which segment was slow or distinguish network delay from server queueing, GPU compute, or action application.","At the robot/server transport boundary, attach request identity and compact edge provenance to packets or requests, then reconstruct the route at the receiver. Correlate recovered routes with transport timestamps and separately measured server/GPU/action timings. This could avoid retaining full packet traces when route variation is the diagnostic question.","In a controlled Root test, collect provenance and request identity for robot-to-server requests while independently recording transport timing and server, GPU, and action-application timing. Compare tail requests with healthy requests: test whether route summaries identify distinct paths or shared segments associated with network delay, and whether they retain that route-level diagnostic value with less trace storage. The paper does not evaluate Root or establish a Root-measured gain.",the received provenance at the destination is,"Selected PDF text, NCEE protocol description; followed by the formulation of recovery as a sparse solution whose nonzero edge identities form a path.",UNKNOWN,Path-agnostic OMP counterparts for path-recovery comparisons; Bloom-filter provenance embedding for the delay-profile comparison.,"The paper demonstrates route recovery, not tail-latency diagnosis. It provides no timing for individual route segments, no attribution of shared-resource contention, and no Root evaluation. The Root experiment would need independent transport timing to associate route information with network delay and separate network delay from server-side and action-application time."
arxiv:2106.09206,QWin: Enforcing Tail Latency SLO at Shared Storage Backend,https://arxiv.org/abs/2106.09206,"Consolidating latency-critical (LC) and best-effort (BE) tenants at storage backend helps to increase resources utilization. Even if tenants use dedicated queues and threads to achieve performance isolation, threads are still contend for CPU cores. Therefore, we argue that it is necessary to partition cores between LC and BE tenants, and meanwhile each core is dedicated to run a thread. Expect for frequently changing bursty load, fluctuated service time at storage backend also drastically changes the need of cores. In order to guarantee tail latency service level objectives (SLOs), the abrupt changing need of cores must be satisfied immediately. Otherwise, tail latency SLO violation happens. Unfortunately, partitioning-based approaches lack the ability to react the changing need of cores, resulting in extreme spikes in latency and SLO violation happens. In this paper, we present QWin, a tail latency SLO aware core allocation to enforce tail latency SLO at shared storage backend. QWin consists of an SLO-to-core calculation model that accurately calculates the number of cores combining with definitive runtime load determined by a flexible request-based window, and an autonomous core allocation that adjusts cores at adaptive frequency by dynamically changing core policies. When consolidating multiple LC and BE tenants, QWin outperforms the-state-of-the-art approaches in guaranteeing tail latency SLO for LC tenants and meanwhile increasing bandwidth of BE tenants by up to 31x.",firecrawl,n06,3,"Queue-growth-triggered core-need diagnosis: within each request-based window, QWin snapshots queued work, estimates the cores required to meet the SLO using queue size, request waiting time, and storage service-time measurements, then compares that estimate with the current allocation. Within-window queue growth triggers a temporary-window recalculation.","The operation makes backlog an explicit runtime signal rather than inferring resource need only from past tail-latency percentiles. Its SLO-to-core estimate, informed by storage service time, provides a concrete test of whether queued work is consistent with insufficient processing capacity. This can expose backend queue buildup as a tail contributor, though it does not establish that a tail is network-caused or fully separate storage service delay from queue delay.","Attach at the inference server’s request queue: retain request identity, queue depth or enqueue/dequeue timestamps, current worker capacity, and server-compute and transport-stage timestamps. These signals would let Root test whether backlog and insufficient server capacity precede a tail, rather than relying on end-to-end latency alone. The paper does not provide transport-event attribution.","Replay comparable remote-inference requests while independently injecting server queue/worker-capacity pressure, GPU-compute load, and network delay. Record queue depth and enqueue/dequeue, transport, compute, and action-application timestamps. Test whether queue-growth and core-need estimates identify server-side backlog under server pressure while remaining low under network-only delay; compare attribution against latency-only observation. This is a proposed Root experiment, not a reported paper result.","In any case, insufficient cores cause queue to grow. Thus, the change of queue length indicates the changing need of cores.","Selected PDF text, discussion of temporary windows and within-window core adjustment.",BE-tenant bandwidth increased by up to 31x without violating LC-tenant target SLOs.,"Ceph-priority, Cake, and Shenango.","The paper uses queue growth to trigger core allocation, not to validate general tail-cause attribution. Its signals are from a storage backend; it provides no network-delay diagnostic or direct test of distinguishing network delay from backend queueing."
arxiv:2106.13710,"L, Q, R, and T -- Which Spin Bit Cousin Is Here to Stay?",https://arxiv.org/abs/2106.13710,"Network operators utilize traffic monitoring to locate and fix faults or performance bottlenecks. This often relies on intrinsic protocol semantics, e.g., sequence numbers, that many protocols share implicitly through their packet headers. The arrival of (almost) fully encrypted transport protocols, such as QUIC, significantly complicates this monitoring as header data is no longer visible to passive observers. Recognizing this challenge, QUIC offers explicit measurement semantics by exposing the spin bit to measure a flow's RTT. Ongoing efforts in the IETF IPPM working group argue to expose further information and enable the passive quantification of packet loss. This work implements and evaluates four currently proposed measurement techniques (L-, Q-, R-, and T-bit). We find that all techniques generally provide accurate loss estimations, but that longer algorithmic intervals for Q and R, yet foremost for T, complicate detecting very small loss rates or loss on short connections. Deployment combinations of Q & R as well as Q & L, thus, have the best potential for accurately grasping the loss in networks.",firecrawl,n09,2,"Explicit in-band flow measurement: transport loss detections are encoded as L-bit marks on subsequent packets, while Q/R/T variants encode packet counts or loss through periodic marked-packet phases. A passive on-path observer counts or compares the marks to estimate packet loss.",The marks expose loss information to an observer even when encrypted transport headers hide ordinary semantics. Comparing observed marks or phase counts with expected counts can quantify loss without relying on application-level inference timing. The paper also finds that phase-based methods can miss loss when an entire phase is lost or flows are short.,"Attach a passive observer to the robot-cloud transport path and associate observed per-flow loss-mark counts with request timestamps or identities. This could reveal packet loss as a network contributor to slow inference requests, but does not by itself distinguish queueing, jitter, endpoint stalls, server queueing, GPU compute, or action application. The paper does not evaluate robot action loops.","The authors implemented L-, Q-, R-, and T-bit mechanisms in aioquic and evaluated them in a Mininet client-server testbed with a downstream observer. They induced random and burst loss using tc netem, varied download sizes, captured traffic with tcpdump, and compared inferred loss with ground truth derived from arbiter queue statistics and traffic captures.","To convey the number of lost packets to an on-path observer, she sets the L-Bit (in the observable packet header) in the next packet","Selected PDF text, Section 2.2.1, “Loss Event Bit (L-Bit)”",UNKNOWN,Ground-truth packet loss derived from network-arbiter queue statistics and traffic captures; no scalar improvement over baseline reported.,"The mechanism measures packet loss, not tail latency or queue buildup. The paper does not test event-sequence features for separating jitter, retransmission, and endpoint stalls, nor does it validate use in robot-to-cloud action loops. Its evaluation supports in-band loss summaries and a controlled Root experiment, but applicability to short robot requests is uncertain because phase-based mechanisms need sufficient flow length."
arxiv:2107.13968,Improving Latency with Active Queue Management (AQM) During COVID-19,https://arxiv.org/abs/2107.13968,"During the COVID-19 pandemic the Comcast network performed well in response to unprecedented changes in Internet usage and video communications applications that are sensitive to network latency have exploded in popularity. However, in today's typical networks-such as a home network-those applications often degrade if they are sharing a network link with other network traffic. This is a problem caused by a network design flaw often described using the term 'buffer bloat'. Several years ago, Comcast helped to fund research and development in the technical community into new Active Queue Management (AQM) techniques to eliminate this issue and AQM was later built into Data Over Cable Service Interface Specification (DOCSIS) standards. Just prior to the pandemic, Comcast also deployed a large-scale network performance measurement system that included a latency under load test. In addition, Comcast happened to deploy two otherwise identical cable modems; one with upstream AQM enabled, and the other without. This fortuitous confluence of events has enabled Comcast to perform a comparative analysis of the differences between cable modem gateways using AQM with those that lack that enhancement, at a unique level of scale across many months of time and millions of devices. The data reveals significantly better upstream latency under load performance when AQM is used. For the device with AQM, most of the latency under load tests resulted in 15-30 milliseconds of latency. In comparison, the device without AQM averaged roughly 250 milliseconds of latency, between 8-16 times higher, a highly significant difference to the end user quality of experience. These large-scale measurement comparisons should provide additional data to justify accelerated deployment of AQM in DOCSIS and other Internet Service Provider networks and user-purchased home network equipment.",firecrawl,n06,2,"Measure latency while iperf3 saturates the upstream link, then compare otherwise similar modem configurations with DOCSIS-PIE AQM enabled versus disabled. AQM manages the queue under load; reduced working latency with AQM indicates that queue buildup contributes to the observed delay.","The simultaneous load-and-latency test exposes delay that appears when traffic fills queues, while the AQM-on/off comparison tests whether managing that queue reduces latency. This can help distinguish queue-related network delay from inference compute or action-application delay, although the test measures end-to-end path latency rather than isolating every hop.","Attach a latency-under-load probe to the robot-to-server transport path and correlate its result with request timestamps. A controlled AQM or queue-management comparison could reveal whether network queue buildup contributes to remote-inference tails, separately from server queueing and GPU execution. The paper does not provide packet-drought or loss-recovery signatures.","Run repeated remote-inference requests under controlled upstream background load, measuring request-path latency and inference/server timings. Compare queue-management enabled and disabled conditions while holding other factors constant; check whether network-path tail latency falls under load without a corresponding change in server or GPU time.",To determine the impact to latency during periods when a data flow is causing queues to be filled to capacity the system uses a measurement that will simultaneously load the network and measure latency.,"Selected PDF text, Section 9, “Latency Testing.”","With AQM, most latency-under-load tests were 15–30 ms; without AQM, latency averaged roughly 250 ms, reported as 8–16 times higher.","XB6 modem variant without upstream AQM, using the older buffer-control configuration.","The comparison is between different XB6 hardware variants, and the context notes chipset differences; this may confound the AQM comparison. The measurement is path-level and does not independently separate access-network queueing from other network-path delays. No Root experiment or robot-inference result is reported."
arxiv:2109.01201,ECO: Edge-Cloud Optimization of 5G applications,https://arxiv.org/abs/2109.01201,"Centralized cloud computing with 100+ milliseconds network latencies cannot meet the tens of milliseconds to sub-millisecond response times required for emerging 5G applications like autonomous driving, smart manufacturing, tactile internet, and augmented or virtual reality. We describe a new, dynamic runtime that enables such applications to make effective use of a 5G network, computing at the edge of this network, and resources in the centralized cloud, at all times. Our runtime continuously monitors the interaction among the microservices, estimates the data produced and exchanged among the microservices, and uses a novel graph min-cut algorithm to dynamically map the microservices to the edge or the cloud to satisfy application-specific response times. Our runtime also handles temporary network partitions, and maintains data consistency across the distributed fabric by using microservice proxies to reduce WAN bandwidth by an order of magnitude, all in an application-specific manner by leveraging knowledge about the application's functions, latency-critical pipelines and intermediate data. We illustrate the use of our runtime by successfully mapping two complex, representative real-world video analytics applications to the AWS/Verizon Wavelength edge-cloud architecture, and improving application response times by 2x when compared with a static edge-cloud implementation.",related:references,n13,2,"Continuously monitor application- and network-level performance, and when the current microservice placement no longer meets its latency constraint, recompute an edge/cloud placement with a graph min-cut and reschedule the affected services.","Moving latency-critical services toward the edge can reduce dependence on a degraded WAN link. The method uses application-specific pipeline and communication information to select a placement under an end-to-end latency constraint, rather than treating network degradation as an isolated log signal.","For a robot-cloud action loop, Root could attach network-performance measurements and action-loop latency to a placement-change event, then test whether moving inference or related services to the robot-side edge removes the tail. This is primarily a mitigation and causal intervention, not a method for separating network delay from server queueing or compute time.","In a 24-hour real-time monitoring deployment with a 250 ms latency constraint, compare dynamic mapping enabled versus disabled during observed drops in upload bandwidth between Wavelength and Availability Zone. The paper reports that services were temporarily moved to Wavelength when dynamic mapping was enabled.","when dynamic mapping was turned ON, the spike was handled seamlessly by our runtime by moving FE and FM microservices temporarily from availability zone to the wavelength zone, thereby keeping the end-to-end application latency below 250 milliseconds","Selected PDF text, Section IV-D-2, “Impact on dynamic mapping”",End-to-end application latency stayed below the specified 250 ms constraint during three near-zero upload-bandwidth episodes; the abstract also reports 2x improved response time versus a static edge-cloud implementation.,"Dynamic mapping OFF for the 24-hour experiment; for the reported 2x gain, a static, manually optimized edge-cloud implementation.","The context does not specify the network-performance signals or trigger thresholds used by the scheduler, nor does it report tail percentiles or isolate network delay from compute and queueing. The intervention is promising for Root but is not itself a fine-grained network-tail diagnosis."
arxiv:2109.07743,Optimal Probing with Statistical Guarantees for Network Monitoring at Scale,https://arxiv.org/abs/2109.07743,"Cloud networks are difficult to monitor because they grow rapidly and the budgets for monitoring them are limited. We propose a framework for estimating network metrics, such as latency and packet loss, with guarantees on estimation errors for a fixed monitoring budget. Our proposed algorithms produce a distribution of probes across network paths, which we then monitor; and are based on A- and E-optimal experimental designs in statistics. Unfortunately, these designs are too computationally costly to use at production scale. We propose their scalable and near-optimal approximations based on the Frank-Wolfe algorithm. We validate our approaches in simulation on real network topologies, and also using a production probing system in a real cloud network. We show major gains in reducing the probing budget compared to both production and academic baselines, while maintaining low estimation errors, even with very low probing budgets.",firecrawl,n10,2,"Use A- or E-optimal experimental design to allocate a fixed probe budget across network paths so path measurements best estimate per-edge latency or loss; compute scalable near-optimal probing distributions with Frank-Wolfe, then fit a model to estimate metrics for probed and unprobed paths.","Paths are represented by their constituent edges, allowing observed path metrics to inform estimates of edge metrics and, in turn, other path metrics. The design directs scarce probes toward measurements that reduce estimation error, rather than probing all paths uniformly. This could help identify which links contribute to elevated path latency, but the method estimates metrics such as mean latency and does not specifically diagnose tail events or separate network delay from server queueing or compute.","A possible Root attachment is to treat robot-to-server or server-to-robot transport routes as paths and allocate probes across them, using path measurements to estimate shared-link contributions. Root would gain estimates for less-probed paths or links under a fixed probe budget. The paper does not establish how to map its cloud topology and probe observations to Root's request-level timing or isolate network delay from other inference stages.","On a fixed probe budget, compare optimal-design probing with uniform path probing and QR-selected paths in a controlled Root test. Estimate shared transport-link latency from measured path latencies, then compare estimation error and detection of injected link-delay regressions. Keep request-level network timing separate from server queueing, GPU compute, and action application.","Our proposed algorithms produce a distribution of probes across network paths, which we then monitor; and are based on A- and E-optimal experimental designs in statistics.","Abstract; selected PDF text, Section 2 Framework","The paper reports lower estimation errors than QR and uniform-probing baselines at similar budgets, including real-cloud probing experiments. It describes major probing-budget gains but gives no specific budget-reduction figure in the supplied context.","QR path selection from Chua, Kolaczyk, and Crovella (2005), and Prod, which allocates probes evenly across all paths.","The supplied results concern metric-estimation error for latency and packet loss, not tail-latency diagnosis. The context does not establish request-level or robot-to-server deployment, tail-aware sampling, or attribution that separates transport delay from server-side delays."
arxiv:2109.08329,Cross-layer Visualization and Profiling of Network and I/O Communication for HPC Clusters,https://arxiv.org/abs/2109.08329,"Understanding and visualizing the full-stack performance trade-offs and interplay between HPC applications, MPI libraries, the communication fabric, and the file system is a challenging endeavor. Designing a holistic profiling and visualization method for HPC communication networks is challenging since different levels of communication coexist and interact with each other on the communication fabric. A breakdown of traffic is essential to understand the interplay of different layers along with the application's communication behavior without losing a general view of network traffic. Unfortunately, existing profiling tools are disjoint and either focus on only profiling and visualizing a few levels of the HPC stack, which limits the insights they can provide, or they provide extremely detailed information which necessitates a steep learning curve to understand. We target our profiling tool visualization to provide holistic and real-time insights into HPC communication stacks. In this paper, we propose and implement our visualization methods to enable holistic insight for representing the cross-stack metrics. Moreover, we propose and implement a low-overhead I/O profiling inside the communication library, collect and store the profiling information, and then study the correlation and evaluation of I/O traffic with MPI communication using a cross-stack approach by INAM. Through experimental evaluations and use cases, we demonstrate novel benefits of our cross-stack communication analysis in real-time to detect bottlenecks and understand communication performance.",firecrawl,n14,3,"Cross-layer route attribution of traffic: collect client-side Lustre I/O and MPI traffic statistics, map known endpoints through fabric routing tables, then correlate each traffic class with utilization on traversed links and visualize overlaps.","Route mapping connects communication-library and I/O measurements to specific fabric links. Link-level utilization and traffic-class breakdown can reveal a congested shared path and help distinguish network contention from application communication patterns. The paper’s example connects root-switch I/O traffic from a concurrent checkpoint-restart job with MPI performance variation. This offers a concrete streaming-diagnosis operation for n14, though it does not establish request-level inference attribution.","Attach request timestamps or transport intervals to robot/server endpoints, then collect available NIC or switch link counters for their route. Correlate path utilization with request delay alongside server queue and GPU timing. This could identify a busy shared path without requiring packet-to-request identity; the paper does not establish that request-level correlation.","Replay identical inference traffic while injecting competing traffic on a known shared path, then on a disjoint path. Correlate request intervals with route-mapped link utilization and compare localization of induced network tails against server queue and GPU timings. Include a no-contention run as control.","Considering we are gathering this information in real-time, we know how much traffic for MPI and I/O is going through each link and can see if they are colliding in the network.","Selected PDF text, Section V implementation discussion on mapping traffic onto fabric routes.",UNKNOWN,UNKNOWN,"The evidence supports route-based, cross-layer localization of aggregate traffic contention in HPC, including a reported MPI performance-variation example. It does not show request-level or packet-level attribution, tail-latency detection, or performance on streaming robot inference; Root’s diagnostic value remains to be tested."
arxiv:2111.09281,An Experimental Study of Latency for IEEE 802.11be Multi-link Operation,https://arxiv.org/abs/2111.09281,"Will Multi-Link Operation (MLO) be able to improve the latency of Wi-Fi networks? MLO is one of the most disruptive MAC-layer techniques included in the IEEE 802.11be amendment. It allows a device to use multiple radios simultaneously and in a coordinated way, providing a new framework to improve the WLAN throughput and latency. In this paper, we investigate the potential latency benefits of MLO by using a large dataset containing 5 GHz spectrum occupancy measurements. Experimental results show that when the channels are symmetrically occupied, MLO can improve latency by one order of magnitude. In contrast, in asymmetrically occupied channels, MLO can sometimes be detrimental and increase latency. To address this case, we introduce Opportunistic Simultaneous Transmit and Receive (STR+) channel access and study its benefits.",firecrawl | related:citers,n14,2,"Use real-world channel-occupancy traces to drive a Wi-Fi MAC state-machine emulation; compare channel-access modes under identical packet arrivals. The proposed STR+ runs backoff counters on both links in parallel and assigns a waiting packet to the interface whose counter expires first, avoiding assignment to a link whose backoff will be repeatedly paused by occupancy.","Parallel contention exposes which link offers the earliest actual transmission opportunity, rather than committing a packet to a temporarily idle but soon-busy link. The trace-driven comparison shows how asymmetric occupancy can create a tail through frozen backoff, and how opportunistic link selection avoids that particular delay. This diagnoses link contention, not server queueing, GPU work, or action application.","At the robot or AP transport boundary, retain per-request packet timestamps plus per-link channel-busy/backoff-pause and transmission/ACK events. Associate them with request identity to distinguish wireless contention and link asymmetry from downstream inference time. The paper does not identify off-path flows or shared-resource owners, so transfer to n02 is only partial.","Replay matched remote-inference request traffic over a controlled two-link wireless setup with symmetric and asymmetric occupancy, comparing single-link, ordinary multi-link packet assignment, and parallel-backoff/first-expiring-link assignment. Record per-request tail latency and per-link busy, backoff, transmit, and ACK intervals; compare with a wired or otherwise uncongested control to separate network delay from server compute and queueing.","When both interfaces are idle, one backoff instance is started on each. Packet allocation is deferred until either backoff counter expires, and the first waiting packet is allocated to the interface whose counter expires first.","Selected PDF text, section IV.C, “Opportunistic MLO-STR” (mechanism); section III.B describes trace-based simulations.",Up to 70% delay reduction in the best observed case versus SLO; the paper also reports up to a 78% 95th-percentile reduction for MLO under symmetric occupancy.,"SLO (single-link operation); for the STR+ mechanism, the paper also compares ordinary MLO-STR.","The work evaluates Wi-Fi MAC latency with trace-driven emulation, not remote robot inference or live streaming diagnosis. It demonstrates a transferable mechanism for link selection and controlled latency comparison, but does not measure whether the proposed Root instrumentation can identify off-path flows or shared-resource causes."
arxiv:2112.07010,Slowing Down for Performance and Energy: An OS-Centric Study in Network Driven Workloads,https://arxiv.org/abs/2112.07010,"This paper studies three fundamental aspects of an OS that impact the performance and energy efficiency of network processing: 1) batching, 2) processor energy settings, and 3) the logic and instructions of the OS networking paths. A network device's interrupt delay feature is used to induce batching and processor frequency is manipulated to control the speed of instruction execution. A baremetal library OS is used to explore OS path specialization. This study shows how careful use of batching and interrupt delay results in 2X energy and performance improvements across different workloads. Surprisingly, we find polling can be made energy efficient and can result in gains up to 11X over baseline Linux. We developed a methodology and a set of tools to collect system data in order to understand how energy is impacted at a fine-grained granularity. This paper identifies a number of other novel findings that have implications in OS design for networked applications and suggests a path forward to consider energy as a focal point of systems research.",firecrawl,n16,3,"Controlled NIC-interrupt-delay perturbation: sweep the NIC’s interrupt delay and observe per-request tail latency and per-interrupt events. A latency response to the setting provides evidence that delay in NIC-to-software packet handling contributes to the tail, rather than merely recording a correlation.","Interrupt delay controls when packet-arrival events are delivered to software. Changing it while holding the workload and other settings controlled is a causal probe of this receive-side processing stage. Per-interrupt timestamps and packet counters can help associate the latency response with NIC activity. This can localize interrupt batching or packet-processing delay, but does not by itself identify arbitrary network transit delay.","At the robot or server transport boundary, correlate NIC interrupt timestamps and packet counters with request identity and request-stage timestamps. This could distinguish delayed NIC delivery/software handling from transport transit, server queueing, GPU compute, and action application; the paper does not establish those other stages.","Replay a fixed remote-inference workload with CPU frequency, workload, and other relevant settings controlled. Sweep NIC interrupt delay around the default while recording packet/NIC events and per-request transport and inference-stage timestamps. Test whether the tail changes with the intervention and whether the change aligns with receive-side handling; compare against an unchanged-setting control and report network, server, GPU, and action-application intervals separately.",Figure 6(d) shows the direct effect of interrupt delay on tail latency.,"Selected PDF text, §5.2.1, Memcached discussion of interrupt-delay effects on tail latency.",The paper reports that Linux-tuned improved tail latency over Linux-default by 40% at 200K QPS and 25% at 600K QPS; this is not a Root-measured gain.,"Linux-default, with interrupt delay and processor speed controlled dynamically by built-in policies.","The study concerns datacenter workloads, not robot inference or rare network-tail diagnosis. The proposed transfer is a controlled receive-side intervention, not a method for detecting unperturbed tails or measuring network transit independently. Request-identity correlation and stage-separated Root measurements are not established by the paper."
arxiv:2201.08978,Rosebud: Making FPGA-Accelerated Middlebox Development More Pleasant,https://arxiv.org/abs/2201.08978,"We introduce an approach to designing FPGA-accelerated middleboxes that simplifies development, debugging, and performance tuning by decoupling the tasks of hardware-accelerator implementation and software-application programming. Rosebud is a framework that links hardware accelerators to a high-performance packet processing pipeline through a standardized hardware/software interface. This separation of concerns allows hardware developers to focus on optimizing custom accelerators while freeing software programmers to reuse, configure, and debug accelerators in a fashion akin to software libraries. We show the benefits of the Rosebud framework by building a firewall based on a large blacklist and porting the Pigasus IDS pattern-matching accelerator in less than a month. Our experiments demonstrate that Rosebud delivers high performance, serving 200 Gbps of traffic while adding only 0.7-7 microseconds of latency.",related:citers,n04,3,"Timestamp broadcast messages and compare sparse-load with saturated-load latency, then account for the added delay using the known FIFO depth and round-robin arbitration schedule. This is queueing-delay decomposition from sparse timing and queue structure, not full tracing.","The sparse-versus-saturated comparison exposes load-dependent delay, while the FIFO-slot and arbitration calculation attributes a large portion of that delay to a specific queueing mechanism. That gives a concrete path-localizing signal rather than an end-to-end RTT alone.","At a robot or inference server NIC/transport queue, correlate request or packet timestamps with queue occupancy or known queue depth and scheduling policy. This could help identify network-side queueing as a contributor to tail latency without retaining full traces; it would not by itself separate network queueing from server queueing, GPU compute, or action application.","On a controlled Root test, timestamp request-correlated packets at transport ingress and egress and record the relevant NIC or transport queue signal. Compare sparse and saturated network load while holding server and GPU load fixed, then inject server queueing with network load fixed. Test whether the queue-based delay estimate tracks network-induced tails and distinguishes them from server-induced tails.",This latency mostly comes from the 18 FIFO slots in each RPU—16 from actual FIFO and 2 from PR registers—which can be sent out every 16 cycles due to round-robin arbitration among cores,"Selected PDF text, Section 6.3, “Inter-RPU Messaging Performance”",UNKNOWN,UNKNOWN,"The paper demonstrates attribution for an FPGA broadcast queue, not a network transport queue or robot-inference workload. Root would need access to relevant queue or scheduling signals, and the proposed controlled experiment must establish that these signals distinguish network queueing from server-side delay."
