paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
ASID: Active Exploration for System Identification in Robotic Manipulation,arxiv:2404.12308,"Model-free control strategies such as reinforcement learning have shown the ability to learn control strategies without requiring an accurate model or simulator of the world. While this is appealing due to the lack of modeling requirements, such methods can be sample inefficient, making them impractical in many real-world domains. On the other hand, model-based control techniques leveraging accurate simulators can circumvent these challenges and use a large amount of cheap simulation data to learn controllers that can effectively transfer to the real world. The challenge with such model-based techniques is the requirement for an extremely accurate simulation, requiring both the specification of appropriate simulation assets and physical parameters. This requires considerable human effort to design for every environment being considered. In this work, we propose a learning system that can leverage a small amount of real-world data to autonomously refine a simulation model and then plan an accurate control strategy that can be deployed in the real world. Our approach critically relies on utilizing an initial (possibly inaccurate) simulator to design effective exploration policies that, when deployed in the real world, collect high-quality data. We demonstrate the efficacy of this paradigm in identifying articulation, mass, and other physical parameters in several challenging robotic manipulation tasks, and illustrate that only a small amount of real-world data can allow for effective sim-to-real transfer. Project website at https://weirdlabuw.github.io/asid",high,A8,expansion_round_2,ASID chooses manipulation actions that maximize information about an unknown dynamics model for system identification.,It is a direct robotics example of information-gain-driven data collection for improving a dynamics representation.,true,,,arxiv:2404.12308 | paperid:5567195544127664793,,,,,,,,,0.018915424916649656,A8,,,,,,triaged,expansion_round_2,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl,complete,1
Active Exploration for Real-Time Haptic Training,arxiv:2405.11776,"Tactile perception is important for robotic systems that interact with the world through touch. Touch is an active sense in which tactile measurements depend on the contact properties of an interaction--e.g., velocity, force, acceleration--as well as properties of the sensor and object under test. These dependencies make training tactile perceptual models challenging. Additionally, the effects of limited sensor life and the near-field nature of tactile sensors preclude the practical collection of exhaustive data sets even for fairly simple objects. Active learning provides a mechanism for focusing on only the most informative aspects of an object during data collection. Here we employ an active learning approach that uses a data-driven model's entropy as an uncertainty measure and explore relative to that entropy conditioned on the sensor state variables. Using a coverage-based ergodic controller, we train perceptual models in near-real time. We demonstrate our approach using a biomimentic sensor, exploring ""tactile scenes"" composed of shapes, textures, and objects. Each learned representation provides a perceptual sensor model for a particular tactile scene. Models trained on actively collected data outperform their randomly collected counterparts in real-time training tests. Additionally, we find that the resulting network entropy maps can be used to identify high salience portions of a tactile scene.",high,A8,primary_assignment,An entropy-based uncertainty map conditioned on tactile sensor state drives an ergodic controller toward informative regions during real-time model training.,It demonstrates active acquisition for a robot sensor where uncertainty and spatial coverage jointly determine what to collect next.,true,,,arxiv:2405.11776,arxiv:2405.11776,6246518162333120784,,q03-direct | A8,search-papers,,,63.317382722298206,0.9158691361149104,A8,,,,,,triaged,primary_assignment,A8/raw/q03-direct.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
PEAC: Unsupervised Pre-training for Cross-Embodiment Reinforcement Learning,arxiv:2405.14073,"Designing generalizable agents capable of adapting to diverse embodiments has achieved significant attention in Reinforcement Learning (RL), which is critical for deploying RL agents in various real-world applications. Previous Cross-Embodiment RL approaches have focused on transferring knowledge across embodiments within specific tasks. These methods often result in knowledge tightly coupled with those tasks and fail to adequately capture the distinct characteristics of different embodiments. To address this limitation, we introduce the notion of Cross-Embodiment Unsupervised RL (CEURL), which leverages unsupervised learning to enable agents to acquire embodiment-aware and task-agnostic knowledge through online interactions within reward-free environments. We formulate CEURL as a novel Controlled Embodiment Markov Decision Process (CE-MDP) and systematically analyze CEURL's pre-training objectives under CE-MDP. Based on these analyses, we develop a novel algorithm Pre-trained Embodiment-Aware Control (PEAC) for handling CEURL, incorporating an intrinsic reward function specifically designed for cross-embodiment pre-training. PEAC not only provides an intuitive optimization strategy for cross-embodiment pre-training but also can integrate flexibly with existing unsupervised RL methods, facilitating cross-embodiment exploration and skill discovery. Extensive experiments in both simulated (e.g., DMC and Robosuite) and real-world environments (e.g., legged locomotion) demonstrate that PEAC significantly improves adaptation performance and cross-embodiment generalization, demonstrating its effectiveness in overcoming the unique challenges of CEURL. The project page and code are in https://yingchengyang.github.io/ceurl.",high,A8,expansion_round_2,Unsupervised interaction pretraining learns action-conditioned representations designed to transfer across robot embodiments.,It offers a direct test of whether selected experience captures embodiment-invariant structure.,true,,,arxiv:2405.14073 | paperid:5702220505253714103,,,,,,,,,0.01984126984126984,A8,,,,,,triaged,expansion_round_2,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl,complete,1
Adaptive Teaching in Heterogeneous Agents: Balancing Surprise in Sparse Reward Scenarios,arxiv:2405.14199,"Learning from Demonstration (LfD) can be an efficient way to train systems with analogous agents by enabling ``Student'' agents to learn from the demonstrations of the most experienced ``Teacher'' agent, instead of training their policy in parallel. However, when there are discrepancies in agent capabilities, such as divergent actuator power or joint angle constraints, naively replicating demonstrations that are out of bounds for the Student's capability can limit efficient learning. We present a Teacher-Student learning framework specifically tailored to address the challenge of heterogeneity between the Teacher and Student agents. Our framework is based on the concept of ``surprise'', inspired by its application in exploration incentivization in sparse-reward environments. Surprise is repurposed to enable the Teacher to detect and adapt to differences between itself and the Student. By focusing on maximizing its surprise in response to the environment while concurrently minimizing the Student's surprise in response to the demonstrations, the Teacher agent can effectively tailor its demonstrations to the Student's specific capabilities and constraints. We validate our method by demonstrating improvements in the Student's learning in control tasks within sparse-reward environments.",high,A8,expansion_round_3,"An adaptive teacher allocates tasks across heterogeneous agents by balancing surprise, competence, and sparse-reward progress.",It maps naturally to fleet-level task allocation under different robot capabilities and uncertainty.,true,,,arxiv:2405.14199 | paperid:5043644925963981072,,,,,,,,,0.0183531746031746,A8,,,,,,triaged,expansion_round_3,A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl,complete,1
Leveraging Locality to Boost Sample Efficiency in Robotic Manipulation,arxiv:2406.10615,"Given the high cost of collecting robotic data in the real world, sample efficiency is a consistently compelling pursuit in robotics. In this paper, we introduce SGRv2, an imitation learning framework that enhances sample efficiency through improved visual and action representations. Central to the design of SGRv2 is the incorporation of a critical inductive bias-action locality, which posits that robot's actions are predominantly influenced by the target object and its interactions with the local environment. Extensive experiments in both simulated and real-world settings demonstrate that action locality is essential for boosting sample efficiency. SGRv2 excels in RLBench tasks with keyframe control using merely 5 demonstrations and surpasses the RVT baseline in 23 of 26 tasks. Furthermore, when evaluated on ManiSkill2 and MimicGen using dense control, SGRv2's success rate is 2.54 times that of SGR. In real-world environments, with only eight demonstrations, SGRv2 can perform a variety of tasks at a markedly higher success rate compared to baseline models. Project website: http://sgrv2-robot.github.io",high,A8,primary_assignment,The method imposes local visual and action representations so predictions focus on the target object and nearby interaction context.,It gives a concrete inductive bias for making few demonstrations more useful by matching representation locality to action causality.,true,,,arxiv:2406.10615,arxiv:2406.10615,6617474704887238992,,q07-synonyms | A8,search-papers,,,58.23829490999517,0.8119147454997584,A8,,,,,,triaged,primary_assignment,A8/raw/q07-synonyms.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
TLDR: Unsupervised Goal-Conditioned RL via Temporal Distance-Aware Representations,arxiv:2407.08464,"Unsupervised goal-conditioned reinforcement learning (GCRL) is a promising paradigm for developing diverse robotic skills without external supervision. However, existing unsupervised GCRL methods often struggle to cover a wide range of states in complex environments due to their limited exploration and sparse or noisy rewards for GCRL. To overcome these challenges, we propose a novel unsupervised GCRL method that leverages TemporaL Distance-aware Representations (TLDR). Based on temporal distance, TLDR selects faraway goals to initiate exploration and computes intrinsic exploration rewards and goal-reaching rewards. Specifically, our exploration policy seeks states with large temporal distances (i.e. covering a large state space), while the goal-conditioned policy learns to minimize the temporal distance to the goal (i.e. reaching the goal). Our results in six simulated locomotion environments demonstrate that TLDR significantly outperforms prior unsupervised GCRL methods in achieving a wide range of states.",high,A8,expansion_round_2,Temporal-distance-aware representations encode how far states are from one another and support unsupervised goal-conditioned exploration.,It supplies a representation-based measure of reachability and novelty for selecting useful goals and trajectories.,true,,,arxiv:2407.08464 | paperid:6913292616651679758,,,,,,,,,0.018481518481518484,A8,,,,,,triaged,expansion_round_2,A8/work/expansion-round2-novel.jsonl,A8/work/expansion-round2-triage.jsonl,complete,1
Offline Imitation Learning Through Graph Search and Retrieval,arxiv:2407.15403,"Imitation learning is a powerful machine learning algorithm for a robot to acquire manipulation skills. Nevertheless, many real-world manipulation tasks involve precise and dexterous robot-object interactions, which make it difficult for humans to collect high-quality expert demonstrations. As a result, a robot has to learn skills from suboptimal demonstrations and unstructured interactions, which remains a key challenge. Existing works typically use offline deep reinforcement learning (RL) to solve this challenge, but in practice these algorithms are unstable and fragile due to the deadly triad issue. To overcome this problem, we propose GSR, a simple yet effective algorithm that learns from suboptimal demonstrations through Graph Search and Retrieval. We first use pretrained representation to organize the interaction experience into a graph and perform a graph search to calculate the values of different behaviors. Then, we apply a retrieval-based procedure to identify the best behavior (actions) on each state and use behavior cloning to learn that behavior. We evaluate our method in both simulation and real-world robotic manipulation tasks with complex visual inputs, covering various precise and dexterous manipulation skills with objects of different physical properties. GSR can achieve a 10% to 30% higher success rate and over 30% higher proficiency compared to baselines. Our project page is at https://zhaohengyin.github.io/gsr.",high,A8,primary_assignment,Pretrained representations organize interaction experience into a graph whose search values behaviors before k-nearest retrieval supplies actions for cloning.,It directly connects representation-space neighborhoods and behavior usefulness to learning from suboptimal robot demonstrations.,true,Zhao-Heng Yin | Pieter Abbeel,2024,arxiv:2407.15403,arxiv:2407.15403,6893404176074706199,cs.RO | cs.AI | cs.LG,q01-direct | A8,search-papers,general,34,60.135705538363524,0.9067852769181763,A3,,not-inspected,,unverified-abstract-only,not-inspected,triaged,primary_assignment,A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q10-suboptimal.txt | A4/canonical-registry.jsonl | A4/raw/q13-harmful-demo.json | A4/raw/q31-trajectory-rank.json | A5/canonical-pool.jsonl | A5/paper-registry.json | A5/raw/q03-direct-hard.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/raw-retrieval/q12-mech-offline-failures.json | A6/raw-retrieval/q31-recent-mixed-quality.json | A6/raw-retrieval/q35-found-learn-failures.json | A6/work/canonical-pool.jsonl | A8/raw/q01-direct.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
FlowRetrieval: Flow-Guided Data Retrieval for Few-Shot Imitation Learning,arxiv:2408.16944,"Few-shot imitation learning relies on only a small amount of task-specific demonstrations to efficiently adapt a policy for a given downstream tasks. Retrieval-based methods come with a promise of retrieving relevant past experiences to augment this target data when learning policies. However, existing data retrieval methods fall under two extremes: they either rely on the existence of exact behaviors with visually similar scenes in the prior data, which is impractical to assume; or they retrieve based on semantic similarity of high-level language descriptions of the task, which might not be that informative about the shared low-level behaviors or motions across tasks that is often a more important factor for retrieving relevant data for policy learning. In this work, we investigate how we can leverage motion similarity in the vast amount of cross-task data to improve few-shot imitation learning of the target task. Our key insight is that motion-similar data carries rich information about the effects of actions and object interactions that can be leveraged during few-shot adaptation. We propose FlowRetrieval, an approach that leverages optical flow representations for both extracting similar motions to target tasks from prior data, and for guiding learning of a policy that can maximally benefit from such data. Our results show FlowRetrieval significantly outperforms prior methods across simulated and real-world domains, achieving on average 27% higher success rate than the best retrieval-based prior method. In the Pen-in-Cup task with a real Franka Emika robot, FlowRetrieval achieves 3.7x the performance of the baseline imitation learning technique that learns from all prior and target data. Website: https://flow-retrieval.github.io",high,A8,expansion_round_1,Optical-flow representations retrieve motion-similar cross-task data and guide policy learning toward samples with shared object-interaction dynamics.,It is direct evidence that motion similarity can be more useful than semantic or visual similarity for selecting training experience.,true,,,arxiv:2408.16944 | paperid:4724157190366044371,,,,,related-papers,,,,0.8109584519026051,A8,,,,,,triaged,expansion_round_1,A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
RoVi-Aug: Robot and Viewpoint Augmentation for Cross-Embodiment Robot Learning,arxiv:2409.03403,"Scaling up robot learning requires large and diverse datasets, and how to efficiently reuse collected data and transfer policies to new embodiments remains an open question. Emerging research such as the Open-X Embodiment (OXE) project has shown promise in leveraging skills by combining datasets including different robots. However, imbalances in the distribution of robot types and camera angles in many datasets make policies prone to overfit. To mitigate this issue, we propose RoVi-Aug, which leverages state-of-the-art image-to-image generative models to augment robot data by synthesizing demonstrations with different robots and camera views. Through extensive physical experiments, we show that, by training on robot- and viewpoint-augmented data, RoVi-Aug can zero-shot deploy on an unseen robot with significantly different camera angles. Compared to test-time adaptation algorithms such as Mirage, RoVi-Aug requires no extra processing at test time, does not assume known camera angles, and allows policy fine-tuning. Moreover, by co-training on both the original and augmented robot datasets, RoVi-Aug can learn multi-robot and multi-task policies, enabling more efficient transfer between robots and skills and improving success rates by up to 30%. Project website: https://rovi-aug.github.io.",high,A8,expansion_round_1,Image-to-image augmentation synthesizes demonstrations across robot types and camera viewpoints to correct embodiment and view imbalance.,It directly targets representation coverage gaps that otherwise cause a fleet policy to overfit the dominant robot or camera.,true,"Lawrence Yunliang Chen, Chenfeng Xu, Karthik Dharmarajan, Muhammad Zubair Irshad, Richard Cheng, Kurt Keutzer, Masayoshi Tomizuka, Quan Vuong, Ken Goldberg",2024,arxiv:2409.03403 | paperid:8927379962064983548,arxiv:2409.03403,8927379962064983548,cs.RO,,related-papers,foundational | recent,34,,0.751429334714939,A7,,true,true,,true,triaged,expansion_round_1,A7/raw/q03-heterogeneous.json | A7/raw/q05-synonyms.json | A7/raw/q08-transfer.json | A7/raw/q27-cross-embodiment-foundation.json | A7/raw/q38-shared-policy.json | A7/work/assigned-papers.json | A7/work/assigned-papers.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/read-manifest.json | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
Towards Effective Utilization of Mixed-Quality Demonstrations in Robotic Manipulation via Segment-Level Selection and Optimization,arxiv:2409.19917,"Data is crucial for robotic manipulation, as it underpins the development of robotic systems for complex tasks. While high-quality, diverse datasets enhance the performance and adaptability of robotic manipulation policies, collecting extensive expert-level data is resource-intensive. Consequently, many current datasets suffer from quality inconsistencies due to operator variability, highlighting the need for methods to utilize mixed-quality data effectively. To mitigate these issues, we propose ""Select Segments to Imitate"" (S2I), a framework that selects and optimizes mixed-quality demonstration data at the segment level, while ensuring plug-and-play compatibility with existing robotic manipulation policies. The framework has three components: demonstration segmentation dividing origin data into meaningful segments, segment selection using contrastive learning to find high-quality segments, and trajectory optimization to refine suboptimal segments for better policy learning. We evaluate S2I through comprehensive experiments in simulation and real-world environments across six tasks, demonstrating that with only 3 expert demonstrations for reference, S2I can improve the performance of various downstream policies when trained with mixed-quality demonstrations. Project website: https://tonyfang.net/s2i/.",high,A8,primary_assignment,Contrastive segment representations select useful portions of mixed-quality demonstrations and optimize suboptimal segments before policy training.,It shows why segment-level similarity and transformation can outperform whole-trajectory quality decisions.,true,"Jingjing Chen, Hongjie Fang, Hao-Shu Fang, Cewu Lu",2024,arxiv:2409.19917,arxiv:2409.19917,7490515010643091687,cs.RO,q05-synonyms | A8,search-papers,false,80,56.64206526785962,0.8821032633929808,A2,metadata-inspected,pending,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_2409.19917.json,unverified-abstract-only,pending,triaged,primary_assignment,A2/assigned-papers.json | A2/assigned-registry-inspected.json | A2/assigned-registry-inspected.jsonl | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q12-compression.json | A2/raw/q21-bad-segments.json | A2/raw/q29-programming-by-demo.json | A2/raw/q42-2024-2025-subsequence.json | A3/expansion-evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A4/canonical-registry.jsonl | A4/raw/q33-recent-robot.json | A5/canonical-pool.jsonl | A5/paper-registry.json | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/raw-retrieval/q11-mech-quality-weighted.json | A6/raw-retrieval/q31-recent-mixed-quality.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/raw/q05-synonyms.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl | A8/work/expansion-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
Conformalized Interactive Imitation Learning: Handling Expert Shift and Intermittent Feedback,arxiv:2410.08852,"In interactive imitation learning (IL), uncertainty quantification offers a way for the learner (i.e. robot) to contend with distribution shifts encountered during deployment by actively seeking additional feedback from an expert (i.e. human) online. Prior works use mechanisms like ensemble disagreement or Monte Carlo dropout to quantify when black-box IL policies are uncertain; however, these approaches can lead to overconfident estimates when faced with deployment-time distribution shifts. Instead, we contend that we need uncertainty quantification algorithms that can leverage the expert human feedback received during deployment time to adapt the robot's uncertainty online. To tackle this, we draw upon online conformal prediction, a distribution-free method for constructing prediction intervals online given a stream of ground-truth labels. Human labels, however, are intermittent in the interactive IL setting. Thus, from the conformal prediction side, we introduce a novel uncertainty quantification algorithm called intermittent quantile tracking (IQT) that leverages a probabilistic model of intermittent labels, maintains asymptotic coverage guarantees, and empirically achieves desired coverage levels. From the interactive IL side, we develop ConformalDAgger, a new approach wherein the robot uses prediction intervals calibrated by IQT as a reliable measure of deployment-time uncertainty to actively query for more expert feedback. We compare ConformalDAgger to prior uncertainty-aware DAgger methods in scenarios where the distribution shift is (and isn't) present because of changes in the expert's policy. We find that in simulated and hardware deployments on a 7DOF robotic manipulator, ConformalDAgger detects high uncertainty when the expert shifts and increases the number of interventions compared to baselines, allowing the robot to more quickly learn the new behavior.",high,A8,primary_assignment,Online conformal prediction with intermittent quantile tracking calibrates policy prediction intervals and triggers expert queries under deployment shift.,It supplies distribution-free uncertainty calibration for selectively collecting corrective demonstrations when a robot leaves its learned regime.,true,,,arxiv:2410.08852,arxiv:2410.08852,136342900802933551,,q08-synonyms | A8 | q15-outcome | q17-adjacent,search-papers,general,,70.04944325918416,0.9024721629592075,A8,,not-inspected,,unverified-abstract-only,not-inspected,triaged,primary_assignment,A5/canonical-pool.jsonl | A5/paper-registry.json | A8/raw/q08-synonyms.json | A8/raw/q15-outcome.json | A8/raw/q17-adjacent.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
Diff-DAgger: Uncertainty Estimation with Diffusion Policy for Robotic Manipulation,arxiv:2410.14868,"Recently, diffusion policy has shown impressive results in handling multi-modal tasks in robotic manipulation. However, it has fundamental limitations in out-of-distribution failures that persist due to compounding errors and its limited capability to extrapolate. One way to address these limitations is robot-gated DAgger, an interactive imitation learning with a robot query system to actively seek expert help during policy rollout. While robot-gated DAgger has high potential for learning at scale, existing methods like Ensemble-DAgger struggle with highly expressive policies: They often misinterpret policy disagreements as uncertainty at multi-modal decision points. To address this problem, we introduce Diff-DAgger, an efficient robot-gated DAgger algorithm that leverages the training objective of diffusion policy. We evaluate Diff-DAgger across different robot tasks including stacking, pushing, and plugging, and show that Diff-DAgger improves the task failure prediction by 39.0%, the task completion rate by 20.6%, and reduces the wall-clock time by a factor of 7.8. We hope that this work opens up a path for efficiently incorporating expressive yet data-hungry policies into interactive robot learning settings. The project website is available at: https://diffdagger.github.io.",high,A8,primary_assignment,It derives uncertainty from diffusion-policy training disagreement rather than treating multimodal action disagreement as failure and gates expert queries during rollout.,It shows how uncertainty estimation can be tailored to expressive policies to select corrective data without confusing legitimate multimodality for risk.,true,,,arxiv:2410.14868,arxiv:2410.14868,3263596525152718841,,q08-synonyms | A8 | q16-outcome,search-papers,general,,62.36940438576201,0.8684702192881005,A8,,not-inspected,,unverified-abstract-only,not-inspected,triaged,primary_assignment,A5/canonical-pool.jsonl | A5/paper-registry.json | A6/raw-retrieval/q15-failure-detection-recovery.json | A6/raw-retrieval/q24-found-dagger.json | A6/raw-retrieval/q33-recent-diffusion-recovery.json | A6/raw-retrieval/q34-found-original-dagger.json | A6/work/canonical-pool.jsonl | A8/raw/q08-synonyms.json | A8/raw/q16-outcome.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
Data Scaling Laws in Imitation Learning for Robotic Manipulation,arxiv:2410.18647,"Data scaling has revolutionized fields like natural language processing and computer vision, providing models with remarkable generalization capabilities. In this paper, we investigate whether similar data scaling laws exist in robotics, particularly in robotic manipulation, and whether appropriate data scaling can yield single-task robot policies that can be deployed zero-shot for any object within the same category in any environment. To this end, we conduct a comprehensive empirical study on data scaling in imitation learning. By collecting data across numerous environments and objects, we study how a policy's generalization performance changes with the number of training environments, objects, and demonstrations. Throughout our research, we collect over 40,000 demonstrations and execute more than 15,000 real-world robot rollouts under a rigorous evaluation protocol. Our findings reveal several intriguing results: the generalization performance of the policy follows a roughly power-law relationship with the number of environments and objects. The diversity of environments and objects is far more important than the absolute number of demonstrations; once the number of demonstrations per environment or object reaches a certain threshold, additional demonstrations have minimal effect. Based on these insights, we propose an efficient data collection strategy. With four data collectors working for one afternoon, we collect sufficient data to enable the policies for two tasks to achieve approximately 90% success rates in novel environments with unseen objects.",high,A8,expansion_round_1,"Scaling experiments relate policy performance to demonstration quantity, diversity, task structure, and model capacity.",It provides an empirical basis for marginal-value estimates when deciding whether to collect more data or target a missing factor.,true,Fanqi Lin | Yingdong Hu | Pingyue Sheng | Chuan Wen | Jiacheng You | Yang Gao,2024,arxiv:2410.18647 | paperid:8907449749865847396,arxiv:2410.18647,8907449749865847396,cs.RO,,related-papers,recent,33,,0.7211151780228631,A3,,true,true,,true,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl | A6/expansion/canonical-pool.jsonl | A7/raw/q01-direct-terms.json | A7/raw/q02-synonyms.json | A7/raw/q04-composition.json | A7/raw/q09-mechanism-generalization.json | A7/raw/q11-scaling-laws.json | A7/raw/q29-scaling-foundations.json | A7/raw/q32-recent-scaling.json | A7/raw/q33-recent-longtail.json | A7/raw/q39-quality-vs-diversity.json | A7/work/assigned-papers.json | A7/work/assigned-papers.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/read-manifest.json | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
SkillMimicGen: Automated Demonstration Generation for Efficient Skill Learning and Deployment,arxiv:2410.18907,"Imitation learning from human demonstrations is an effective paradigm for robot manipulation, but acquiring large datasets is costly and resource-intensive, especially for long-horizon tasks. To address this issue, we propose SkillMimicGen (SkillGen), an automated system for generating demonstration datasets from a few human demos. SkillGen segments human demos into manipulation skills, adapts these skills to new contexts, and stitches them together through free-space transit and transfer motion. We also propose a Hybrid Skill Policy (HSP) framework for learning skill initiation, control, and termination components from SkillGen datasets, enabling skills to be sequenced using motion planning at test-time. We demonstrate that SkillGen greatly improves data generation and policy learning performance over a state-of-the-art data generation framework, resulting in the capability to produce data for large scene variations, including clutter, and agents that are on average 24% more successful. We demonstrate the efficacy of SkillGen by generating over 24K demonstrations across 18 task variants in simulation from just 60 human demonstrations, and training proficient, often near-perfect, HSP agents. Finally, we apply SkillGen to 3 real-world manipulation tasks and also demonstrate zero-shot sim-to-real transfer on a long-horizon assembly task. Videos, and more at https://skillgen.github.io.",high,A8,expansion_round_1,"It segments demonstrations into skills, adapts and stitches them across contexts, then trains a hybrid skill policy with learned initiation and termination.",It provides a structured coverage-expansion mechanism that turns a few demonstrations into reusable long-horizon experience.,true,,2024,arxiv:2410.18907 | paperid:8741670882947973941,arxiv:2410.18907,8741670882947973941,,,related-papers,recent,,,0.7961657128002131,A8,,false,false,,false,triaged,expansion_round_1,A7/raw/q05-synonyms.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A8/work/expansion-triage.jsonl,complete,1
Learning to Look: Seeking Information for Decision Making via Policy Factorization,arxiv:2410.18964,"Many robot manipulation tasks require active or interactive exploration behavior in order to be performed successfully. Such tasks are ubiquitous in embodied domains, where agents must actively search for the information necessary for each stage of a task, e.g., moving the head of the robot to find information relevant to manipulation, or in multi-robot domains, where one scout robot may search for the information that another robot needs to make informed decisions. We identify these tasks with a new type of problem, factorized Contextual Markov Decision Processes, and propose DISaM, a dual-policy solution composed of an information-seeking policy that explores the environment to find the relevant contextual information and an information-receiving policy that exploits the context to achieve the manipulation goal. This factorization allows us to train both policies separately, using the information-receiving one to provide reward to train the information-seeking policy. At test time, the dual agent balances exploration and exploitation based on the uncertainty the manipulation policy has on what the next best action is. We demonstrate the capabilities of our dual policy solution in five manipulation tasks that require information-seeking behaviors, both in simulation and in the real-world, where DISaM significantly outperforms existing methods. More information at https://robin-lab.cs.utexas.edu/learning2look/.",high,A8,primary_assignment,A factorized pair of information-seeking and task policies learns to explore for context and switches exploration intensity using task-policy uncertainty.,"It separates the value of acquiring context from the value of acting, a useful architecture for fleet collection decisions.",true,,,arxiv:2410.18964,arxiv:2410.18964,8747301481994907122,,q04-direct | A8 | q25-recent,search-papers,recent,,58.67516378584715,0.7981867777396212,A8,,,,,,triaged,primary_assignment,A4/canonical-registry.jsonl | A4/raw/q40-recent-active.json | A8/raw/q04-direct.json | A8/raw/q25-recent.json | A8/work/assigned-papers.json | A8/work/canonical-pool.jsonl,A8/work/abstract-triage.jsonl | A8/work/assigned-abstracts.jsonl,complete,2
