pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
601,arxiv:2208.11351,4,HIGH,A3,Self-Filtering: A Noise-Aware Sample Selection for Label Noise with Confidence Penalization,arxiv:2208.11351,"Sample selection is an effective strategy to mitigate the effect of label noise in robust learning. Typical strategies commonly apply the small-loss criterion to identify clean samples. However, those samples lying around the decision boundary with large losses usually entangle with noisy examples, which would be discarded with this criterion, leading to the heavy degeneration of the generalization performance. In this paper, we propose a novel selection strategy, Self-Filtering (SFT), that utilizes the fluctuation of noisy examples in historical predictions to filter them, which can avoid the",high,A3,1,A3=high,A3=Historical prediction fluctuation and confidence penalization select samples under label noise beyond the small-loss heuristic.,A3=The transferable lesson is to use temporal prediction behavior to detect harmful examples that look easy or ambiguous under one snapshot.,A3=true,primary_assignment,Qi Wei | Haoliang Sun | Xiankai Lu | Yilong Yin,2022,arxiv:2208.11351,,,cs.CV,q14-robust-noisy-labels,firecrawl research search-papers,,A3,false,false,false,false,A3/assigned-papers.json | A3/evidence-index.json | A3/paper-registry.json | A3/raw/q14-robust-noisy-labels.txt,A3/abstract-triage.jsonl
602,arxiv:2209.03855,5,HIGH,A1,SE(3)-DiffusionFields: Learning smooth cost functions for joint grasp and motion optimization through diffusion,arxiv:2209.03855,"Multi-objective optimization problems are ubiquitous in robotics, e.g., the optimization of a robot manipulation task requires a joint consideration of grasp pose configurations, collisions and joint limits. While some demands can be easily hand-designed, e.g., the smoothness of a trajectory, several task-specific objectives need to be learned from data. This work introduces a method for learning data-driven SE(3) cost functions as diffusion models. Diffusion models can represent highly-expressive multimodal distributions and exhibit proper gradients over the entire space due to their score-matching training objective. Learning costs as diffusion models allows their seamless integration with other costs into a single differentiable objective function, enabling joint gradient-based motion optimization. In this work, we focus on learning SE(3) diffusion models for 6DoF grasping, giving rise to a novel framework for joint grasp and motion optimization without needing to decouple grasp selection from trajectory generation. We evaluate the representation power of our SE(3) diffusion models w.r.t. classical generative models, and we showcase the superior performance of our proposed optimization framework in a series of simulated and real-world robotic manipulation tasks against representative baselines.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for SE(3)-DiffusionFields: Learning smooth cost functions for joint grasp and motion optimization through diffusion.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_2,,,arxiv:2209.03855,arxiv:2209.03855,3503479315662143829,,,related-papers-round2,,A1,false,false,false,false,A1/expansion-round2-registry.json | A1/paper-registry-complete.json,A1/expansion-round2-triage.jsonl
603,arxiv:2209.05451,6,HIGH,A4 | A7 | A8,Perceiver-Actor: A Multi-Task Transformer for Robotic Manipulation,arxiv:2209.05451,"Transformers have revolutionized vision and natural language processing with their ability to scale with large datasets. But in robotic manipulation, data is both limited and expensive. Can manipulation still benefit from Transformers with the right problem formulation? We investigate this question with PerAct, a language-conditioned behavior-cloning agent for multi-task 6-DoF manipulation. PerAct encodes language goals and RGB-D voxel observations with a Perceiver Transformer, and outputs discretized actions by ``detecting the next best voxel action''. Unlike frameworks that operate on 2D images, the voxelized 3D observation and action space provides a strong structural prior for efficiently learning 6-DoF actions. With this formulation, we train a single multi-task Transformer for 18 RLBench tasks (with 249 variations) and 7 real-world tasks (with 18 variations) from just a few demonstrations per task. Our results show that PerAct significantly outperforms unstructured image-to-action agents and 3D ConvNet baselines for a wide range of tabletop tasks.",high,A4 | A7 | A8,3,A4=medium | A7=high | A8=high,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A7=Transformers have revolutionized vision and natural language processing with their ability to scale with large datasets. | A8=A latent Perceiver architecture maps variable-size visual and language inputs to multi-task action distributions for manipulation.","A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A7=It expands or measures task, environment, object, or observation coverage for more robust behavior. | A8=It is a reusable representation baseline for evaluating whether selected experience supports multi-task and variable-scene control.",A4=false | A7=true | A8=true,expansion_round_1,,,arxiv:2209.05451 | paper:4499795257323198903 | paperid:4499795257323198903,,,,,references | related-papers,,A4 | A7 | A8,false,false,false,true,A4/expansion/round4/registry.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A4/expansion/all-new-expansion-triage.jsonl | A7/work/expansion-triage.jsonl | A8/work/expansion-triage.jsonl
604,arxiv:2209.07753,7,MEDIUM,A4,Code as Policies: Language Model Programs for Embodied Control,arxiv:2209.07753,"Large language models (LLMs) trained on code completion have been shown to be capable of synthesizing simple Python programs from docstrings [1]. We find that these code-writing LLMs can be re-purposed to write robot policy code, given natural language commands. Specifically, policy code can express functions or feedback loops that process perception outputs (e.g.,from object detectors [2], [3]) and parameterize control primitive APIs. When provided as input several example language commands (formatted as comments) followed by corresponding policy code (via few-shot prompting), LLMs can take in new commands and autonomously re-compose API calls to generate new policy code respectively. By chaining classic logic structures and referencing third-party libraries (e.g., NumPy, Shapely) to perform arithmetic, LLMs used in this way can write robot policies that (i) exhibit spatial-geometric reasoning, (ii) generalize to new instructions, and (iii) prescribe precise values (e.g., velocities) to ambiguous descriptions (""faster"") depending on context (i.e., behavioral commonsense). This paper presents code as policies: a robot-centric formulation of language model generated programs (LMPs) that can represent reactive policies (e.g., impedance controllers), as well as waypoint-based policies (vision-based pick and place, trajectory-based control), demonstrated across multiple real robot platforms. Central to our approach is prompting hierarchical code-gen (recursively defining undefined functions), which can write more complex code and also improves state-of-the-art to solve 39.8% of problems on the HumanEval [1] benchmark. Code and videos are available at https://code-as-policies.github.io",medium,A4,1,A4=medium,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning.,A4=false,expansion_round_1,,,arxiv:2209.07753 | paper:5086089005893069454,,,,,,,A4,false,false,false,false,A4/expansion/round4/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
605,arxiv:2209.08253,8,MEDIUM,A7,Mitigating Both Covariate and Conditional Shift for Domain Generalization,arxiv:2209.08253,"Domain generalization (DG) aims to learn a model on several source domains, hoping that the model can generalize well to unseen target domains. The distribution shift between domains contains the covariate shift and conditional shift, both of which the model must be able to handle for better generalizability. In this paper, a novel DG method is proposed to deal with the distribution shift via Visual Alignment and Uncertainty-guided belief Ensemble (VAUE). Specifically, for the covariate shift, a visual alignment module is designed to align the distribution of image style to a common empirical Gaussian distribution so that the covariate shift can be eliminated in the visual space. For the conditional shift, we adopt an uncertainty-guided belief ensemble strategy based on the subjective logic and Dempster-Shafer theory. The conditional distribution given a test sample is estimated by the dynamic combination of that of source domains. Comprehensive experiments are conducted to demonstrate the superior performance of the proposed method on four widely used datasets, i.e., Office-Home, VLCS, TerraIncognita, and PACS.",medium,A7,1,A7=medium,A7=Aligns visual covariates and combines source-domain predictive beliefs with uncertainty guidance under covariate and conditional shift.,A7=It is an adjacent mechanism for separating appearance shift from behavior/label shift when transferring robot policies.,A7=true,primary_assignment,"Jianxin Lin, Yongqiang Tang, Junping Wang, Wensheng Zhang",2022,arxiv:2209.08253,arxiv:2209.08253,2814360582806030614,cs.AI | cs.CV | cs.LG,,search-papers,foundational,A7,false,true,true,false,A7/raw/q21-domain-generalization.json | A7/raw/q28-shift-foundations.json | A7/work/assigned-papers.json | A7/work/assigned-papers.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/read-manifest.json | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A7/work/abstract-triage.jsonl | A7/work/assigned-abstracts.jsonl
606,arxiv:2209.08959,9,HIGH,A2,Latent Plans for Task-Agnostic Offline Reinforcement Learning,arxiv:2209.08959,"Everyday tasks of long-horizon and comprising a sequence of multiple implicit subtasks still impose a major challenge in offline robot control. While a number of prior methods aimed to address this setting with variants of imitation and offline reinforcement learning, the learned behavior is typically narrow and often struggles to reach configurable long-horizon goals. As both paradigms have complementary strengths and weaknesses, we propose a novel hierarchical approach that combines the strengths of both methods to learn task-agnostic long-horizon policies from high-dimensional camera observations. Concretely, we combine a low-level policy that learns latent skills via imitation learning and a high-level policy learned from offline reinforcement learning for skill-chaining the latent behavior priors. Experiments in various simulated and real robot control tasks show that our formulation enables producing previously unseen combinations of skills to reach temporally extended goals by ""stitching"" together latent skills through goal chaining with an order-of-magnitude improvement in performance upon state-of-the-art baselines. We even learn one multi-task visuomotor policy for 25 distinct manipulation tasks in the real world which outperforms both imitation learning and offline reinforcement learning techniques.",high,A2,1,A2=high,A2=Detects or learns semantically meaningful trajectory segments and uses them as variable-horizon action chunks or keypose-to-keypose control targets.,"A2=Boundary and horizon choices determine the training unit, feedback latency, credit assignment, and compounding-error exposure in long-horizon robot learning.",A2=true,primary_assignment,"Erick Rosete-Beas, Oier Mees, Gabriel Kalweit, Joschka Boedecker, Wolfram Burgard",2022,arxiv:2209.08959,arxiv:2209.08959,6425993496031475105,cs.AI | cs.CV | cs.LG | cs.RO,episode parsing behavior segmentation offline reinforcement learning | latent plan discovery trajectory chunks transformer robot learning,search-papers,false,A2,false,false,false,false,A2/assigned-papers.json | A2/assigned-registry-inspected.json | A2/assigned-registry-inspected.jsonl | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q07-synonyms.json | A2/raw/q15-latent-plan.json,A2/assigned-abstracts.jsonl | A2/triage.jsonl
607,arxiv:2209.10149,10,HIGH,A6,Goal-Aware Generative Adversarial Imitation Learning from Imperfect Demonstration for Robotic Cloth Manipulation,arxiv:2209.10149,"Generative Adversarial Imitation Learning (GAIL) can learn policies without explicitly defining the reward function from demonstrations. GAIL has the potential to learn policies with high-dimensional observations as input, e.g., images. By applying GAIL to a real robot, perhaps robot policies can be obtained for daily activities like washing, folding clothes, cooking, and cleaning. However, human demonstration data are often imperfect due to mistakes, which degrade the performance of the resulting policies. We address this issue by focusing on the following features: 1) many robotic tasks are goal-reaching tasks, and 2) labeling such goal states in demonstration data is relatively easy. With these in mind, this paper proposes Goal-Aware Generative Adversarial Imitation Learning (GA-GAIL), which trains a policy by introducing a second discriminator to distinguish the goal state in parallel with the first discriminator that indicates the demonstration data. This extends a standard GAIL framework to more robustly learn desirable policies even from imperfect demonstrations through a goal-state discriminator that promotes achieving the goal state. Furthermore, GA-GAIL employs the Entropy-maximizing Deep P-Network (EDPN) as a generator, which considers both the smoothness and causal entropy in the policy update, to achieve stable policy learning from two discriminators. Our proposed method was successfully applied to two real-robotic cloth-manipulation tasks: turning a handkerchief over and folding clothes. We confirmed that it learns cloth-manipulation policies without task-specific reward function design. Video of the real experiments are available at https://youtu.be/hnII2ooUrE.",high,A6,1,A6=high,"A6=Infers quality, reward, value, or preferences from mixed-outcome demonstrations to reweight or improve actions.","A6=Turns success, failure, and relative-quality signals into supervision for experience selection or policy improvement.",A6=true,primary_assignment,"Yoshihisa Tsurumine, Takamitsu Matsubara",2022,arxiv:2209.10149,arxiv:2209.10149,3514389708970807431,cs.RO,q02-direct-imperfect-demo,search-papers,,A6,true,true,false,false,A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl,A6/triage.jsonl
608,arxiv:2209.13605,11,HIGH,A6,Efficient Recovery Learning using Model Predictive Meta-Reasoning,arxiv:2209.13605,"Operating under real world conditions is challenging due to the possibility of a wide range of failures induced by execution errors and state uncertainty. In relatively benign settings, such failures can be overcome by retrying or executing one of a small number of hand-engineered recovery strategies. By contrast, contact-rich sequential manipulation tasks, like opening doors and assembling furniture, are not amenable to exhaustive hand-engineering. To address this issue, we present a general approach for robustifying manipulation strategies in a sample-efficient manner. Our approach incrementally improves robustness by first discovering the failure modes of the current strategy via exploration in simulation and then learning additional recovery skills to handle these failures. To ensure efficient learning, we propose an online algorithm called Meta-Reasoning for Skill Learning (MetaReSkill) that monitors the progress of all recovery policies during training and allocates training resources to recoveries that are likely to improve the task performance the most. We use our approach to learn recovery skills for door-opening and evaluate them both in simulation and on a real robot with little fine-tuning. Compared to open-loop execution, our experiments show that even a limited amount of recovery learning improves task success substantially from 71% to 92.4% in simulation and from 75% to 90% on a real robot.",high,A6,1,A6=high,"A6=Uses a recovery, correction, failure-analysis, or imperfect-demonstration mechanism to improve robot execution from non-ideal experience.",A6=Adds an independently discovered A6 mechanism or an important variant for experience/data/training design.,A6=true,expansion_round_1,"Shivam Vats, Maxim Likhachev, Oliver Kroemer",2022,arxiv:2209.13605,arxiv:2209.13605,2585017505797783257,cs.AI | cs.LG | cs.RO,q01-direct-failed-recovery | q14-mech-recovery-intervention | q15-failure-detection-recovery | q16-failure-replay,related-papers,,A6,false,true,false,false,A6/expansion/canonical-pool.jsonl | A6/expansion/selected-registry.jsonl | A6/raw-retrieval/q01-direct-failed-recovery.json | A6/raw-retrieval/q14-mech-recovery-intervention.json | A6/raw-retrieval/q15-failure-detection-recovery.json | A6/raw-retrieval/q16-failure-replay.json | A6/work/canonical-pool.jsonl,A6/expansion-triage.jsonl | A6/expansion/triage.jsonl
609,arxiv:2209.13850,12,HIGH,A6,Bimanual rope manipulation skill synthesis through context dependent correction policy learning from human demonstration,arxiv:2209.13850,"Learning from demonstration (LfD) provides a convenient means to equip robots with dexterous skills when demonstration can be obtained in robot intrinsic coordinates. However, the problem of compounding errors in long and complex skills reduces its wide deployment. Since most such complex skills are composed of smaller movements that are combined, considering the target skill as a sequence of compact motor primitives seems reasonable. Here the problem that needs to be tackled is to ensure that a motor primitive ends in a state that allows the successful execution of the subsequent primitive. In this study, we focus on this problem by proposing to learn an explicit correction policy when the expected transition state between primitives is not achieved. The correction policy is itself learned via behavior cloning by the use of a state-of-the-art movement primitive learning architecture, Conditional Neural Motor Primitives (CNMPs). The learned correction policy is then able to produce diverse movement trajectories in a context dependent way. The advantage of the proposed system over learning the complete task as a single action is shown with a table-top setup in simulation, where an object has to be pushed through a corridor in two steps. Then, the applicability of the proposed method to bi-manual knotting in the real world is shown by equipping an upper-body humanoid robot with the skill of making knots over a bar in 3D space. The experiments show that the robot can perform successful knotting even when the faced correction cases are not part of the human demonstration set.",high,A6,1,A6=high,"A6=Uses a recovery, correction, failure-analysis, or imperfect-demonstration mechanism to improve robot execution from non-ideal experience.",A6=Adds an independently discovered A6 mechanism or an important variant for experience/data/training design.,A6=true,expansion_round_1,"T. Baturhan Akbulut, G. Tuba C. Girgin, Arash Mehrabi, Minoru Asada, Emre Ugur, Erhan Oztop",2022,arxiv:2209.13850,arxiv:2209.13850,3777018952344177141,cs.RO,,related-papers,,A6,false,true,false,false,A6/expansion/canonical-pool.jsonl | A6/expansion/selected-registry.jsonl,A6/expansion-triage.jsonl | A6/expansion/triage.jsonl
610,arxiv:2209.13916,13,HIGH,A1,DTact: A Vision-Based Tactile Sensor that Measures High-Resolution 3D Geometry Directly from Darkness,arxiv:2209.13916,"Vision-based tactile sensors that can measure 3D geometry of the contacting objects are crucial for robots to perform dexterous manipulation tasks. However, the existing sensors are usually complicated to fabricate and delicate to extend. In this work, we novelly take advantage of the reflection property of semitransparent elastomer to design a robust, low-cost, and easy-to-fabricate tactile sensor named DTact. DTact measures high-resolution 3D geometry accurately from the darkness shown in the captured tactile images with only a single image for calibration. In contrast to previous sensors, DTact is robust under various illumination conditions. Then, we build prototypes of DTact that have non-planar contact surfaces with minimal extra efforts and costs. Finally, we perform two intelligent robotic tasks including pose estimation and object recognition using DTact, in which DTact shows large potential in applications.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for DTact: A Vision-Based Tactile Sensor that Measures High-Resolution 3D Geometry Directly from Darkness.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_2,,,arxiv:2209.13916,arxiv:2209.13916,4426013387307571768,,,related-papers-round2 | related-papers-round3,,A1,false,false,false,false,A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json,A1/expansion-round2-triage.jsonl
611,arxiv:2209.14792,1,MEDIUM,A7,Make-A-Video: Text-to-Video Generation without Text-Video Data,arxiv:2209.14792,"We propose Make-A-Video -- an approach for directly translating the tremendous recent progress in Text-to-Image (T2I) generation to Text-to-Video (T2V). Our intuition is simple: learn what the world looks like and how it is described from paired text-image data, and learn how the world moves from unsupervised video footage. Make-A-Video has three advantages: (1) it accelerates training of the T2V model (it does not need to learn visual and multimodal representations from scratch), (2) it does not require paired text-video data, and (3) the generated videos inherit the vastness (diversity in aesthetic, fantastical depictions, etc.) of today's image generation models. We design a simple yet effective way to build on T2I models with novel and effective spatial-temporal modules. First, we decompose the full temporal U-Net and attention tensors and approximate them in space and time. Second, we design a spatial temporal pipeline to generate high resolution and frame rate videos with a video decoder, interpolation model and two super resolution models that can enable various applications besides T2V. In all aspects, spatial and temporal resolution, faithfulness to text, and quality, Make-A-Video sets the new state-of-the-art in text-to-video generation, as determined by both qualitative and quantitative measures.",medium,A7,1,A7=medium,A7=We propose Make-A-Video -- an approach for directly translating the tremendous recent progress in Text-to-Image (T2I) generation to Text-to-Video (T2V).,"A7=It expands or measures task, environment, object, or observation coverage for more robust behavior.",A7=true,expansion_round_1,,,arxiv:2209.14792,,,,,references,,A7,false,false,false,false,A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A7/work/expansion-triage.jsonl
612,arxiv:2210.01322,2,HIGH,A1,Representing Spatial Trajectories as Distributions,arxiv:2210.01322,"We introduce a representation learning framework for spatial trajectories. We represent partial observations of trajectories as probability distributions in a learned latent space, which characterize the uncertainty about unobserved parts of the trajectory. Our framework allows us to obtain samples from a trajectory for any continuous point in time, both interpolating and extrapolating. Our flexible approach supports directly modifying specific attributes of a trajectory, such as its pace, as well as combining different partial observations into single representations. Experiments show our method's advantage over baselines in prediction tasks.",high,A1,1,A1=high,"A1=The paper develops or evaluates a temporal correspondence, synchronization, delay, or sequence-representation mechanism for Representing Spatial Trajectories as Distributions.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training.",A1=true,expansion_round_1,,,arxiv:2210.01322,arxiv:2210.01322,4674434870743797902,,A8 | q06-synonyms,related-references,,A1,false,false,false,false,A1/expansion-inspection-manifest.json | A1/expansion-registry.json | A1/paper-registry-complete.json | A8/raw/q06-synonyms.json | A8/work/canonical-pool.jsonl,A1/expansion-triage.jsonl
613,arxiv:2210.01379,3,HIGH,A3 | A6,Extraneousness-Aware Imitation Learning,arxiv:2210.01379,"Visual imitation learning provides an effective framework to learn skills from demonstrations. However, the quality of the provided demonstrations usually significantly affects the ability of an agent to acquire desired skills. Therefore, the standard visual imitation learning assumes near-optimal demonstrations, which are expensive or sometimes prohibitive to collect. Previous works propose to learn from noisy demonstrations; however, the noise is usually assumed to follow a context-independent distribution such as a uniform or gaussian distribution. In this paper, we consider another crucial yet underexplored setting -- imitation learning with task-irrelevant yet locally consistent segments in the demonstrations (e.g., wiping sweat while cutting potatoes in a cooking tutorial). We argue that such noise is common in real world data and term them ""extraneous"" segments. To tackle this problem, we introduce Extraneousness-Aware Imitation Learning (EIL), a self-supervised approach that learns visuomotor policies from third-person demonstrations with extraneous subsequences. EIL learns action-conditioned observation embeddings in a self-supervised manner and retrieves task-relevant observations across visual demonstrations while excluding the extraneous ones. Experimental results show that EIL outperforms strong baselines and achieves comparable policies to those trained with perfect demonstration on both simulated and real-world robot control tasks. The project page can be found at https://sites.google.com/view/eil-website.",high,A3 | A6,2,A3=high | A6=high,"A3=Context-dependent extraneousness estimation identifies demonstration content that is irrelevant or harmful to the target task. | A6=Selects, segments, repairs, or stitches trajectory prefixes and subsequences so training emphasizes feasible and informative behavior.",A3=It relaxes simplistic independent-noise assumptions and targets nuisance behavior embedded in otherwise valid demonstrations. | A6=Provides a way to preserve useful partial progress while suppressing harmful or redundant trajectory content.,A3=true | A6=true,primary_assignment,"Ray Chen Zheng, Kaizhe Hu, Zhecheng Yuan, Boyuan Chen, Huazhe Xu",2022,arxiv:2210.01379,arxiv:2210.01379,4679223243883710682,cs.AI | cs.RO,q01-direct | q06-syn-noisy-demo | q20-adj-human-activity | q20-foundational-robust,firecrawl research search-papers | related-papers,false,A3 | A6,true,true,false,false,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q03-direct.json | A2/raw/q21-bad-segments.json | A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q01-direct.txt | A3/raw/q20-foundational-robust.txt | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/raw-retrieval/q20-adj-human-activity.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl,A3/abstract-triage.jsonl | A6/triage.jsonl
614,arxiv:2210.01808,4,HIGH,A6,Maximum-Likelihood Inverse Reinforcement Learning with Finite-Time Guarantees,arxiv:2210.01808,"Inverse reinforcement learning (IRL) aims to recover the reward function and the associated optimal policy that best fits observed sequences of states and actions implemented by an expert. Many algorithms for IRL have an inherently nested structure: the inner loop finds the optimal policy given parametrized rewards while the outer loop updates the estimates towards optimizing a measure of fit. For high dimensional environments such nested-loop structure entails a significant computational burden. To reduce the computational burden of a nested loop, novel methods such as SQIL [1] and IQ-Learn [2] emphasize policy estimation at the expense of reward estimation accuracy. However, without accurate estimated rewards, it is not possible to do counterfactual analysis such as predicting the optimal policy under different environment dynamics and/or learning new tasks. In this paper we develop a novel single-loop algorithm for IRL that does not compromise reward estimation accuracy. In the proposed algorithm, each policy improvement step is followed by a stochastic gradient step for likelihood maximization. We show that the proposed algorithm provably converges to a stationary solution with a finite-time guarantee. If the reward is parameterized linearly, we show the identified solution corresponds to the solution of the maximum entropy IRL problem. Finally, by using robotics control problems in MuJoCo and their transfer settings, we show that the proposed algorithm achieves superior performance compared with other IRL and imitation learning benchmarks.",high,A6,1,A6=high,"A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.,A6=true,expansion_round_1,,,arxiv:2210.01808,arxiv:2210.01808,8312796911645753503,,,related-papers,,A6,false,false,false,false,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl
615,arxiv:2210.01969,5,HIGH,A2,Option-Aware Adversarial Inverse Reinforcement Learning for Robotic Control,arxiv:2210.01969,"Hierarchical Imitation Learning (HIL) has been proposed to recover highly-complex behaviors in long-horizon tasks from expert demonstrations by modeling the task hierarchy with the option framework. Existing methods either overlook the causal relationship between the subtask and its corresponding policy or cannot learn the policy in an end-to-end fashion, which leads to suboptimality. In this work, we develop a novel HIL algorithm based on Adversarial Inverse Reinforcement Learning and adapt it with the Expectation-Maximization algorithm in order to directly recover a hierarchical policy from the unannotated demonstrations. Further, we introduce a directed information term to the objective function to enhance the causality and propose a Variational Autoencoder framework for learning with our objectives in an end-to-end fashion. Theoretical justifications and evaluations on challenging robotic control tasks are provided to show the superiority of our algorithm. The codes are available at https://github.com/LucasCJYSDL/HierAIRL.",high,A2,1,A2=high,A2=Detects or learns semantically meaningful trajectory segments and uses them as variable-horizon action chunks or keypose-to-keypose control targets.,"A2=Boundary and horizon choices determine the training unit, feedback latency, credit assignment, and compounding-error exposure in long-horizon robot learning.",A2=true,primary_assignment,"Jiayu Chen, Tian Lan, Vaneet Aggarwal",2022,arxiv:2210.01969,arxiv:2210.01969,7656074009449177557,cs.AI | cs.LG | cs.RO,subgoal discovery temporal abstraction demonstrations inverse dynamics robotics,search-papers,false,A2,false,false,false,false,A2/assigned-papers.json | A2/assigned-registry-inspected.json | A2/assigned-registry-inspected.jsonl | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q16-subgoal.json,A2/assigned-abstracts.jsonl | A2/triage.jsonl
616,arxiv:2210.02343,6,HIGH,A6,Visual Backtracking Teleoperation: A Data Collection Protocol for Offline Image-Based Reinforcement Learning,arxiv:2210.02343,"We consider how to most efficiently leverage teleoperator time to collect data for learning robust image-based value functions and policies for sparse reward robotic tasks. To accomplish this goal, we modify the process of data collection to include more than just successful demonstrations of the desired task. Instead we develop a novel protocol that we call Visual Backtracking Teleoperation (VBT), which deliberately collects a dataset of visually similar failures, recoveries, and successes. VBT data collection is particularly useful for efficiently learning accurate value functions from small datasets of image-based observations. We demonstrate VBT on a real robot to perform continuous control from image observations for the deformable manipulation task of T-shirt grasping. We find that by adjusting the data collection process we improve the quality of both the learned value functions and policies over a variety of baseline methods for data collection. Specifically, we find that offline reinforcement learning on VBT data outperforms standard behavior cloning on successful demonstration data by 13% when both methods are given equal-sized datasets of 60 minutes of data from the real robot.",high,A6,1,A6=high,"A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.,A6=true,expansion_round_1,,,arxiv:2210.02343,arxiv:2210.02343,503645213847049856,,q17-failure-negative-visuomotor,related-papers,,A6,false,false,false,false,A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q17-failure-negative-visuomotor.json | A6/work/canonical-pool.jsonl,A6/expansion/triage.jsonl
617,arxiv:2210.02747,7,MEDIUM,A4 | A5,Flow Matching for Generative Modeling,arxiv:2210.02747,"We introduce a new paradigm for generative modeling built on Continuous Normalizing Flows (CNFs), allowing us to train CNFs at unprecedented scale. Specifically, we present the notion of Flow Matching (FM), a simulation-free approach for training CNFs based on regressing vector fields of fixed conditional probability paths. Flow Matching is compatible with a general family of Gaussian probability paths for transforming between noise and data samples -- which subsumes existing diffusion paths as specific instances. Interestingly, we find that employing FM with diffusion paths results in a more robust and stable alternative for training diffusion models. Furthermore, Flow Matching opens the door to training CNFs with other, non-diffusion probability paths. An instance of particular interest is using Optimal Transport (OT) displacement interpolation to define the conditional probability paths. These paths are more efficient than diffusion paths, provide faster training and sampling, and result in better generalization. Training CNFs using Flow Matching on ImageNet leads to consistently better performance than alternative diffusion-based methods in terms of both likelihood and sample quality, and allows fast and reliable sample generation using off-the-shelf numerical ODE solvers.",medium,A4 | A5,2,A4=medium | A5=low,A4=Provides adjacent evidence about how data composition affects learning outcomes. | A5=Flow Matching is compatible with a general family of Gaussian probability paths for transforming between noise and data samples -- which subsumes existing diffusion paths as specific instances.,A4=It extends the A4 mechanism space with adjacent data-centric evidence. | A5=This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,A4=false | A5=false,expansion_round_1 | expansion_round_2,,,arxiv:2210.02747 | paper:7268720356905580176,arxiv:2210.02747,7268720356905580176,,,,,A4 | A5,false,false,false,true,A4/expansion/round4/registry.jsonl | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json,A4/expansion/all-new-expansion-triage.jsonl | A5/expansion/round2-triage.jsonl
